ProcurementID,PONumber,DateKey,SupplierKey,ProductKey,PlantKey,OrderedQuantity,ReceivedQuantity,QuantityVariance,UnitCost,PurchaseAmount,FreightCost,TaxAmount,TotalProcurementCost,LeadTimeDays,DeliveryDelayDays,FillRatePct,QualityAcceptancePct,SupplierRating,SupplierPerformanceScore,OrderStatus,PaymentStatus
2880,PO-2023-002880,20230528,8,14,4,1122,1079,43,1880,2028520,58259.83,162281.6,2249061.43,22,0,96.24,96.92,4.6,97.45,Partial,Pending
2881,PO-2023-002881,20230528,9,15,4,350,344,6,2450,842800,31098.71,67424.0,941322.71,23,0,98.43,98.58,4.5,98.88,Partial,Paid
2882,PO-2023-002882,20230528,10,16,5,1525,1503,22,620,931860,19248.85,74548.8,1025657.65,24,0,98.57,98.29,4.8,98.81,Partial,Pending
2883,PO-2023-002883,20230528,11,17,5,1401,1332,69,48,63936,2115.56,5114.88,71166.44,15,0,95.1,97.78,4.7,97.4,Partial,Pending
2884,PO-2023-002884,20230528,12,18,5,738,717,21,4,2868,87.32,229.44,3184.76,18,1,97.19,97.08,4.8,96.6,Partial,Pending
2885,PO-2023-002885,20230528,14,20,6,985,943,42,26,24518,651.54,1961.44,27130.98,21,0,95.79,98.34,4.5,97.86,Partial,Paid
2886,PO-2023-002886,20230528,15,21,7,684,651,33,15,9765,307.04,781.2,10853.24,20,0,95.18,96.19,4.6,96.79,Partial,Paid
2887,PO-2023-002887,20230528,16,22,8,111,109,2,34,3706,91.77,296.48,4094.25,19,0,98.54,98.46,4.8,98.87,Partial,Paid
2888,PO-2023-002888,20230529,1,1,1,1422,1356,66,82,111192,5332.8,8895.36,125420.16,18,3,95.4,97.81,4.9,93.76,Partial,Pending
2889,PO-2023-002889,20230529,1,2,1,581,576,5,108,62208,1763.93,4976.64,68948.57,18,0,99.29,99.66,4.9,99.62,Partial,Paid
2890,PO-2023-002890,20230529,2,3,1,885,854,31,132,112728,4014.83,9018.24,125761.07,21,1,96.56,96.93,4.7,96.32,Partial,Paid
2891,PO-2023-002891,20230529,2,4,1,3994,3804,190,176,669504,26538.24,53560.32,749602.56,21,1,95.26,99.14,4.7,96.75,Partial,Paid
2892,PO-2023-002892,20230529,3,6,2,2306,2253,53,215,484395,23377.14,38751.6,546523.74,20,0,97.74,99.58,4.6,99.04,Partial,Paid
2893,PO-2023-002893,20230529,4,7,2,1665,1648,17,188,309824,8012.53,24785.92,342622.45,14,2,99.04,98.85,4.9,96.7,Partial,Paid
2894,PO-2023-002894,20230529,4,8,2,1265,1208,57,365,440920,19629.18,35273.6,495822.78,14,1,95.51,96.71,4.9,95.86,Partial,Paid
2895,PO-2023-002895,20230529,5,9,3,1712,1673,39,240,401520,12474.39,32121.6,446115.99,16,2,97.77,96.72,4.8,95.4,Partial,Paid
2896,PO-2023-002896,20230529,6,12,3,678,670,8,890,596300,17748.47,47704.0,661752.47,19,8,98.93,96.69,4.7,88.3,Partial,Pending
2897,PO-2023-002897,20230529,7,13,4,918,909,9,1350,1227150,42983.86,98172.0,1368305.86,18,0,99.07,99.58,4.8,99.51,Partial,Pending
2898,PO-2023-002898,20230529,8,14,4,154,147,7,1880,276360,9416.14,22108.8,307884.94,22,4,95.84,99.39,4.6,93.3,Partial,Paid
2899,PO-2023-002899,20230529,9,15,4,1023,1014,9,2450,2484300,92455.55,198744.0,2775499.55,23,0,99.17,97.12,4.5,98.56,Partial,Paid
2900,PO-2023-002900,20230529,10,16,5,1522,1459,63,620,904580,21073.35,72366.4,998019.75,24,1,95.88,96.99,4.8,96.1,Partial,Paid
2901,PO-2023-002901,20230529,11,17,5,487,486,1,48,23328,561.67,1866.24,25755.91,15,0,99.91,97.15,4.7,98.83,Partial,Pending
2902,PO-2023-002902,20230529,12,18,5,664,649,15,4,2596,108.48,207.68,2912.16,18,0,97.75,99.56,4.8,99.04,Partial,Pending
2903,PO-2023-002903,20230529,13,19,6,420,406,14,18,7308,278.91,584.64,8171.55,17,0,96.77,98.87,4.9,98.42,Partial,Pending
2904,PO-2023-002904,20230529,14,20,6,617,602,15,26,15652,504.47,1252.16,17408.63,21,1,97.62,98.01,4.5,97.12,Partial,Pending
2905,PO-2023-002905,20230529,15,21,7,288,285,3,15,4275,112.03,342.0,4729.03,20,0,99.02,98.4,4.6,99.02,Partial,Pending
2906,PO-2023-002906,20230529,16,22,8,149,142,7,34,4828,227.52,386.24,5441.76,19,2,95.58,97.53,4.8,94.96,Partial,Pending
2907,PO-2023-002907,20230530,1,1,1,1381,1313,68,82,107666,3727.04,8613.28,120006.32,18,0,95.12,99.0,4.9,97.89,Partial,Paid
2908,PO-2023-002908,20230530,1,2,1,858,848,10,108,91584,3893.27,7326.72,102803.99,18,0,98.88,97.8,4.9,98.73,Partial,Paid
2909,PO-2023-002909,20230530,2,3,1,2390,2317,73,132,305844,7422.67,24467.52,337734.19,21,0,96.98,99.6,4.7,98.78,Partial,Pending
2910,PO-2023-002910,20230530,2,4,1,2584,2517,67,176,442992,15057.51,35439.36,493488.87,21,3,97.43,97.86,4.7,94.5,Partial,Paid
2911,PO-2023-002911,20230530,3,5,2,1647,1575,72,248,390600,19056.81,31248.0,440904.81,20,0,95.65,96.98,4.6,97.27,Partial,Paid
2912,PO-2023-002912,20230530,3,6,2,2196,2187,9,215,470205,13571.31,37616.4,521392.71,20,1,99.61,96.21,4.6,97.1,Partial,Pending
2913,PO-2023-002913,20230530,4,7,2,1590,1581,9,188,297228,13721.05,23778.24,334727.29,14,0,99.44,96.31,4.9,98.33,Partial,Pending
2914,PO-2023-002914,20230530,4,8,2,2887,2861,26,365,1044265,38166.01,83541.2,1165972.21,14,2,99.11,96.16,4.9,95.65,Partial,Pending
2915,PO-2023-002915,20230530,5,9,3,337,326,11,240,78240,2018.93,6259.2,86518.13,16,2,96.76,99.69,4.8,96.24,Partial,Paid
2916,PO-2023-002916,20230530,5,10,3,726,725,1,510,369750,9013.83,29580.0,408343.83,16,4,99.96,98.84,4.8,94.52,Partial,Pending
2917,PO-2023-002917,20230530,6,11,3,220,209,11,148,30932,821.58,2474.56,34228.14,19,0,95.12,98.08,4.7,97.53,Partial,Paid
2918,PO-2023-002918,20230530,6,12,3,1454,1410,44,890,1254900,55159.55,100392.0,1410451.55,19,2,97.02,97.84,4.7,95.59,Partial,Pending
2919,PO-2023-002919,20230530,8,14,4,1129,1093,36,1880,2054840,90488.41,164387.2,2309715.61,22,1,96.84,98.34,4.6,96.98,Partial,Pending
2920,PO-2023-002920,20230530,9,15,4,377,366,11,2450,896700,31760.35,71736.0,1000196.35,23,3,97.17,98.67,4.5,94.72,Partial,Paid
2921,PO-2023-002921,20230530,10,16,5,941,937,4,620,580940,18205.35,46475.2,645620.55,24,0,99.66,98.64,4.8,99.34,Partial,Pending
2922,PO-2023-002922,20230530,11,17,5,1115,1067,48,48,51216,2195.28,4097.28,57508.56,15,2,95.72,96.79,4.7,94.72,Partial,Pending
2923,PO-2023-002923,20230530,12,18,5,539,522,17,4,2088,44.38,167.04,2299.42,18,0,96.97,97.21,4.8,97.82,Partial,Paid
2924,PO-2023-002924,20230530,13,19,6,525,509,16,18,9162,236.47,732.96,10131.43,17,0,97.09,99.2,4.9,98.66,Partial,Paid
2925,PO-2023-002925,20230530,14,20,6,794,776,18,26,20176,557.96,1614.08,22348.04,21,1,97.74,99.66,4.5,97.82,Partial,Paid
2926,PO-2023-002926,20230530,15,21,7,501,480,21,15,7200,152.09,576.0,7928.09,20,1,95.82,98.91,4.6,96.85,Partial,Paid
2927,PO-2023-002927,20230530,16,22,8,142,138,4,34,4692,231.95,375.36,5299.31,19,0,97.34,99.7,4.8,98.95,Partial,Pending
2928,PO-2023-002928,20230531,1,1,1,3259,3109,150,82,254938,8613.89,20395.04,283946.93,18,1,95.4,99.6,4.9,96.98,Partial,Pending
2929,PO-2023-002929,20230531,1,2,1,3208,3200,8,108,345600,9587.81,27648.0,382835.81,18,4,99.78,98.23,4.9,94.22,Partial,Pending
2930,PO-2023-002930,20230531,2,3,1,4128,4058,70,132,535656,19177.17,42852.48,597685.65,21,2,98.32,98.67,4.7,96.38,Partial,Pending
2931,PO-2023-002931,20230531,3,5,2,1941,1919,22,248,475912,13020.43,38072.96,527005.39,20,2,98.89,99.26,4.6,96.82,Partial,Pending
2932,PO-2023-002932,20230531,3,6,2,3381,3257,124,215,700255,33751.03,56020.4,790026.43,20,0,96.36,97.2,4.6,97.61,Partial,Pending
2933,PO-2023-002933,20230531,4,7,2,1538,1534,4,188,288392,8366.33,23071.36,319829.69,14,0,99.76,99.45,4.9,99.7,Partial,Paid
2934,PO-2023-002934,20230531,4,8,2,1070,1046,24,365,381790,17308.31,30543.2,429641.51,14,2,97.78,96.88,4.9,95.47,Partial,Paid
2935,PO-2023-002935,20230531,5,9,3,1556,1548,8,240,371520,17751.8,29721.6,418993.4,16,2,99.53,98.79,4.8,96.85,Partial,Pending
2936,PO-2023-002936,20230531,5,10,3,824,813,11,510,414630,13508.13,33170.4,461308.53,16,3,98.71,97.32,4.8,94.73,Partial,Paid
2937,PO-2023-002937,20230531,6,11,3,735,704,31,148,104192,3587.87,8335.36,116115.23,19,0,95.81,99.71,4.7,98.42,Partial,Paid
2938,PO-2023-002938,20230531,6,12,3,587,584,3,890,519760,11282.48,41580.8,572623.28,19,0,99.63,97.62,4.7,98.92,Partial,Pending
2939,PO-2023-002939,20230531,7,13,4,291,282,9,1350,380700,18787.83,30456.0,429943.83,18,0,97.07,97.34,4.8,97.91,Partial,Pending
2940,PO-2023-002940,20230531,8,14,4,286,276,10,1880,518880,17950.96,41510.4,578341.36,22,0,96.54,99.99,4.6,98.79,Partial,Pending
2941,PO-2023-002941,20230531,9,15,4,541,519,22,2450,1271550,41838.02,101724.0,1415112.02,23,2,96.07,96.94,4.5,94.9,Partial,Paid
2942,PO-2023-002942,20230531,10,16,5,510,505,5,620,313100,9419.09,25048.0,347567.09,24,0,99.02,98.39,4.8,99.01,Partial,Pending
2943,PO-2023-002943,20230531,11,17,5,1030,983,47,48,47184,1060.19,3774.72,52018.91,15,2,95.5,98.95,4.7,95.51,Partial,Paid
2944,PO-2023-002944,20230531,12,18,5,959,931,28,4,3724,174.65,297.92,4196.57,18,0,97.14,99.74,4.8,98.89,Partial,Paid
2945,PO-2023-002945,20230531,13,19,6,552,524,28,18,9432,238.89,754.56,10425.45,17,1,95.01,96.53,4.9,95.62,Partial,Pending
2946,PO-2023-002946,20230531,14,20,6,648,637,11,26,16562,374.73,1324.96,18261.69,21,0,98.33,96.66,4.5,98.08,Partial,Pending
2947,PO-2023-002947,20230531,15,21,7,623,594,29,15,8910,444.52,712.8,10067.32,20,1,95.5,96.33,4.6,95.71,Partial,Paid
2948,PO-2023-002948,20230531,16,22,8,476,452,24,34,15368,732.69,1229.44,17330.13,19,0,95.0,99.16,4.8,97.91,Partial,Pending
2949,PO-2023-002949,20230601,1,1,1,1610,1538,72,82,126116,4767.32,10089.28,140972.6,18,0,95.54,98.46,4.9,97.82,Partial,Paid
2950,PO-2023-002950,20230601,1,2,1,1338,1312,26,108,141696,3423.16,11335.68,156454.84,18,0,98.06,97.85,4.9,98.46,Partial,Pending
2951,PO-2023-002951,20230601,2,3,1,2123,2085,38,132,275220,11283.55,22017.6,308521.15,21,3,98.22,96.38,4.7,94.18,Partial,Paid
2952,PO-2023-002952,20230601,2,4,1,2163,2085,78,176,366960,11669.99,29356.8,407986.79,21,2,96.42,97.35,4.7,95.19,Partial,Paid
2953,PO-2023-002953,20230601,3,5,2,3130,3100,30,248,768800,23650.25,61504.0,853954.25,20,1,99.05,98.04,4.6,97.63,Partial,Pending
2954,PO-2023-002954,20230601,3,6,2,2237,2204,33,215,473860,15179.07,37908.8,526947.87,20,4,98.53,99.23,4.6,94.18,Partial,Paid
2955,PO-2023-002955,20230601,4,7,2,2444,2442,2,188,459096,13442.23,36727.68,509265.91,14,0,99.92,97.31,4.9,98.9,Partial,Paid
2956,PO-2023-002956,20230601,4,8,2,3869,3704,165,365,1351960,33334.7,108156.8,1493451.5,14,4,95.74,96.32,4.9,92.04,Partial,Paid
2957,PO-2023-002957,20230601,5,9,3,846,808,38,240,193920,6490.04,15513.6,215923.64,16,2,95.54,96.6,4.8,94.58,Partial,Paid
2958,PO-2023-002958,20230601,5,10,3,657,649,8,510,330990,13448.71,26479.2,370917.91,16,0,98.85,98.32,4.8,98.92,Partial,Pending
2959,PO-2023-002959,20230601,6,11,3,1488,1444,44,148,213712,10235.99,17096.96,241044.95,19,3,97.05,98.67,4.7,94.69,Partial,Pending
2960,PO-2023-002960,20230601,7,13,4,559,556,3,1350,750600,29787.9,60048.0,840435.9,18,0,99.48,97.46,4.8,98.8,Partial,Pending
2961,PO-2023-002961,20230601,8,14,4,168,162,6,1880,304560,6538.1,24364.8,335462.9,22,0,96.73,99.36,4.6,98.6,Partial,Pending
2962,PO-2023-002962,20230601,9,15,4,365,350,15,2450,857500,29951.2,68600.0,956051.2,23,0,95.93,98.63,4.5,98.03,Partial,Pending
2963,PO-2023-002963,20230601,10,16,5,1268,1249,19,620,774380,23004.81,61950.4,859335.21,24,0,98.55,96.53,4.8,98.1,Partial,Pending
2964,PO-2023-002964,20230601,11,17,5,740,727,13,48,34896,1700.9,2791.68,39388.58,15,0,98.29,99.01,4.7,99.0,Partial,Paid
2965,PO-2023-002965,20230601,12,18,5,453,450,3,4,1800,44.87,144.0,1988.87,18,3,99.35,97.0,4.8,94.82,Partial,Paid
2966,PO-2023-002966,20230601,13,19,6,1522,1512,10,18,27216,817.48,2177.28,30210.76,17,0,99.38,96.17,4.9,98.25,Partial,Paid
2967,PO-2023-002967,20230601,15,21,7,1006,981,25,15,14715,512.98,1177.2,16405.18,20,1,97.56,97.11,4.6,96.74,Partial,Paid
2968,PO-2023-002968,20230601,16,22,8,127,123,4,34,4182,180.35,334.56,4696.91,19,0,97.09,98.53,4.8,98.39,Partial,Pending
2969,PO-2023-002969,20230602,1,1,1,2736,2645,91,82,216890,5018.38,17351.2,239259.58,18,0,96.69,99.09,4.9,98.47,Partial,Paid
2970,PO-2023-002970,20230602,1,2,1,2750,2632,118,108,284256,11486.98,22740.48,318483.46,18,1,95.74,99.43,4.9,97.03,Partial,Pending
2971,PO-2023-002971,20230602,2,3,1,981,951,30,132,125532,4501.84,10042.56,140076.4,21,0,96.95,98.36,4.7,98.28,Partial,Paid
2972,PO-2023-002972,20230602,3,5,2,3017,2982,35,248,739536,31014.76,59162.88,829713.64,20,0,98.85,96.16,4.6,98.06,Partial,Pending
2973,PO-2023-002973,20230602,3,6,2,877,876,1,215,188340,6345.76,15067.2,209752.96,20,0,99.98,97.14,4.6,98.85,Partial,Paid
2974,PO-2023-002974,20230602,4,7,2,2939,2878,61,188,541064,26486.47,43285.12,610835.59,14,4,97.95,96.25,4.9,92.78,Partial,Pending
2975,PO-2023-002975,20230602,4,8,2,3098,3084,14,365,1125660,43070.92,90052.8,1258783.72,14,2,99.57,96.92,4.9,96.12,Partial,Pending
2976,PO-2023-002976,20230602,5,9,3,1937,1861,76,240,446640,12479.57,35731.2,494850.77,16,1,96.11,99.57,4.8,97.22,Partial,Paid
2977,PO-2023-002977,20230602,5,10,3,1175,1155,20,510,589050,22022.76,47124.0,658196.76,16,3,98.34,97.58,4.8,94.7,Partial,Paid
2978,PO-2023-002978,20230602,6,11,3,454,436,18,148,64528,1719.93,5162.24,71410.17,19,0,96.15,99.29,4.7,98.37,Partial,Paid
2979,PO-2023-002979,20230602,6,12,3,412,391,21,890,347990,7458.44,27839.2,383287.64,19,2,95.01,96.3,4.7,94.28,Partial,Pending
2980,PO-2023-002980,20230602,7,13,4,683,649,34,1350,876150,40352.3,70092.0,986594.3,18,1,95.08,98.93,4.8,96.6,Partial,Pending
2981,PO-2023-002981,20230602,8,14,4,463,455,8,1880,855400,29852.66,68432.0,953684.66,22,1,98.32,98.32,4.6,97.49,Partial,Pending
2982,PO-2023-002982,20230602,9,15,4,970,962,8,2450,2356900,112586.46,188552.0,2658038.46,23,3,99.28,97.56,4.5,95.02,Partial,Pending
2983,PO-2023-002983,20230602,10,16,5,301,294,7,620,182280,4740.69,14582.4,201603.09,24,2,97.73,98.74,4.8,96.2,Partial,Paid
2984,PO-2023-002984,20230602,11,17,5,1396,1371,25,48,65808,3184.93,5264.64,74257.57,15,1,98.23,96.08,4.7,96.57,Partial,Paid
2985,PO-2023-002985,20230602,12,18,5,1117,1070,47,4,4280,123.13,342.4,4745.53,18,0,95.85,97.03,4.8,97.36,Partial,Paid
2986,PO-2023-002986,20230602,13,19,6,1433,1391,42,18,25038,1048.46,2003.04,28089.5,17,0,97.13,97.45,4.9,97.97,Partial,Pending
2987,PO-2023-002987,20230602,14,20,6,705,704,1,26,18304,745.83,1464.32,20514.15,21,0,99.99,98.56,4.5,99.42,Partial,Paid
2988,PO-2023-002988,20230602,15,21,7,489,485,4,15,7275,331.67,582.0,8188.67,20,1,99.37,96.01,4.6,96.93,Partial,Paid
2989,PO-2023-002989,20230602,16,22,8,104,102,2,34,3468,152.01,277.44,3897.45,19,0,98.89,99.78,4.8,99.52,Partial,Paid
2990,PO-2023-002990,20230603,1,1,1,597,589,8,82,48298,1455.02,3863.84,53616.86,18,5,98.82,98.0,4.9,92.54,Partial,Pending
2991,PO-2023-002991,20230603,1,2,1,3783,3616,167,108,390528,15636.72,31242.24,437406.96,18,4,95.61,97.11,4.9,92.31,Partial,Paid
2992,PO-2023-002992,20230603,2,3,1,1394,1379,15,132,182028,5569.55,14562.24,202159.79,21,2,98.95,97.55,4.7,96.15,Partial,Paid
2993,PO-2023-002993,20230603,2,4,1,1909,1903,6,176,334928,13986.41,26794.24,375708.65,21,1,99.72,99.64,4.7,98.51,Partial,Paid
2994,PO-2023-002994,20230603,3,5,2,1296,1241,55,248,307768,9313.99,24621.44,341703.43,20,0,95.81,98.09,4.6,97.77,Partial,Paid
2995,PO-2023-002995,20230603,3,6,2,6111,6108,3,215,1313220,56100.01,105057.6,1474377.61,20,0,99.96,97.41,4.6,98.95,Partial,Pending
2996,PO-2023-002996,20230603,4,7,2,2901,2870,31,188,539560,17790.4,43164.8,600515.2,14,1,98.96,99.23,4.9,98.08,Partial,Pending
2997,PO-2023-002997,20230603,4,8,2,640,613,27,365,223745,8643.77,17899.6,250288.37,14,1,95.84,97.93,4.9,96.47,Partial,Paid
2998,PO-2023-002998,20230603,5,9,3,2328,2237,91,240,536880,21319.92,42950.4,601150.32,16,0,96.13,99.65,4.8,98.51,Partial,Pending
2999,PO-2023-002999,20230603,6,11,3,751,727,24,148,107596,4225.92,8607.68,120429.6,19,1,96.94,96.8,4.7,96.4,Partial,Paid
3000,PO-2023-003000,20230603,6,12,3,297,288,9,890,256320,5155.02,20505.6,281980.62,19,0,97.26,97.42,4.7,98.01,Partial,Pending
3001,PO-2023-003001,20230603,8,14,4,303,294,9,1880,552720,24941.81,44217.6,621879.41,22,0,97.08,99.88,4.6,98.93,Partial,Pending
3002,PO-2023-003002,20230603,9,15,4,576,551,25,2450,1349950,30885.94,107996.0,1488831.94,23,0,95.67,98.08,4.5,97.72,Partial,Paid
3003,PO-2023-003003,20230603,11,17,5,2017,1929,88,48,92592,3225.01,7407.36,103224.37,15,0,95.68,99.98,4.7,98.48,Partial,Pending
3004,PO-2023-003004,20230603,12,18,5,785,770,15,4,3080,64.6,246.4,3391.0,18,4,98.12,99.34,4.8,94.08,Partial,Pending
3005,PO-2023-003005,20230603,13,19,6,559,539,20,18,9702,433.34,776.16,10911.5,17,2,96.56,97.17,4.9,95.17,Partial,Paid
3006,PO-2023-003006,20230603,14,20,6,181,180,1,26,4680,186.94,374.4,5241.34,21,0,99.7,99.99,4.5,99.89,Partial,Pending
3007,PO-2023-003007,20230603,15,21,7,1304,1303,1,15,19545,555.47,1563.6,21664.07,20,1,100.0,99.4,4.6,98.51,Partial,Paid
3008,PO-2023-003008,20230603,16,22,8,206,199,7,34,6766,236.46,541.28,7543.74,19,0,96.82,98.95,4.8,98.47,Partial,Pending
3009,PO-2023-003009,20230604,1,1,1,463,440,23,82,36080,1030.25,2886.4,39996.65,18,3,95.13,96.74,4.9,93.24,Partial,Paid
3010,PO-2023-003010,20230604,1,2,1,3398,3386,12,108,365688,13928.03,29255.04,408871.07,18,0,99.66,99.41,4.9,99.64,Partial,Pending
3011,PO-2023-003011,20230604,2,3,1,1934,1846,88,132,243672,6804.78,19493.76,269970.54,21,0,95.48,97.34,4.7,97.35,Partial,Paid
3012,PO-2023-003012,20230604,2,4,1,1088,1064,24,176,187264,7016.19,14981.12,209261.31,21,3,97.88,96.32,4.7,94.03,Partial,Paid
3013,PO-2023-003013,20230604,3,5,2,1218,1176,42,248,291648,12488.09,23331.84,327467.93,20,0,96.56,99.02,4.6,98.4,Partial,Paid
3014,PO-2023-003014,20230604,3,6,2,4573,4551,22,215,978465,38881.26,78277.2,1095623.46,20,0,99.53,96.4,4.6,98.4,Partial,Pending
3015,PO-2023-003015,20230604,4,8,2,784,757,27,365,276305,12803.68,22104.4,311213.08,14,0,96.56,96.37,4.9,97.34,Partial,Pending
3016,PO-2023-003016,20230604,5,9,3,2160,2132,28,240,511680,12334.94,40934.4,564949.34,16,3,98.71,96.38,4.8,94.35,Partial,Paid
3017,PO-2023-003017,20230604,5,10,3,388,385,3,510,196350,4177.49,15708.0,216235.49,16,0,99.46,99.24,4.8,99.51,Partial,Pending
3018,PO-2023-003018,20230604,9,15,4,18725,17888,837,2450,43825600,1085306.29,3506048.0,48416954.29,23,0,95.53,99.76,4.5,98.34,Partial,Paid
3019,PO-2023-003019,20230604,10,16,5,769,743,26,620,460660,11771.65,36852.8,509284.45,24,0,96.67,99.67,4.8,98.7,Partial,Paid
3020,PO-2023-003020,20230604,11,17,5,552,546,6,48,26208,893.94,2096.64,29198.58,15,2,99.06,98.91,4.7,96.74,Partial,Paid
3021,PO-2023-003021,20230604,12,18,5,1058,1044,14,4,4176,186.52,334.08,4696.6,18,3,98.69,98.73,4.8,95.28,Partial,Paid
3022,PO-2023-003022,20230604,14,20,6,1347,1280,67,26,33280,1187.74,2662.4,37130.14,21,0,95.03,97.09,4.5,97.1,Partial,Paid
3023,PO-2023-003023,20230604,15,21,7,776,758,18,15,11370,247.65,909.6,12527.25,20,0,97.74,96.84,4.6,97.95,Partial,Pending
3024,PO-2023-003024,20230604,16,22,8,262,259,3,34,8806,253.45,704.48,9763.93,19,3,99.13,96.54,4.8,94.56,Partial,Pending
3025,PO-2023-003025,20230605,1,1,1,2302,2217,85,82,181794,6997.53,14543.52,203335.05,18,0,96.35,99.56,4.9,98.54,Partial,Pending
3026,PO-2023-003026,20230605,1,2,1,1049,1030,19,108,111240,3885.65,8899.2,124024.85,18,0,98.24,99.91,4.9,99.35,Partial,Pending
3027,PO-2023-003027,20230605,2,3,1,1108,1063,45,132,140316,3871.05,11225.28,155412.33,21,1,95.96,96.51,4.7,95.94,Partial,Paid
3028,PO-2023-003028,20230605,2,4,1,2672,2624,48,176,461824,10898.73,36945.92,509668.65,21,1,98.2,98.68,4.7,97.6,Partial,Paid
3029,PO-2023-003029,20230605,3,5,2,709,681,28,248,168888,4644.4,13511.04,187043.44,20,0,96.15,96.19,4.6,97.13,Partial,Paid
3030,PO-2023-003030,20230605,3,6,2,2812,2690,122,215,578350,15351.76,46268.0,639969.76,20,1,95.66,99.84,4.6,97.17,Partial,Paid
3031,PO-2023-003031,20230605,4,7,2,1039,997,42,188,187436,4371.61,14994.88,206802.49,14,0,96.05,98.78,4.9,98.13,Partial,Pending
3032,PO-2023-003032,20230605,4,8,2,1615,1561,54,365,569765,19037.12,45581.2,634383.32,14,0,96.71,96.59,4.9,97.48,Partial,Paid
3033,PO-2023-003033,20230605,5,9,3,1304,1259,45,240,302160,9769.98,24172.8,336102.78,16,1,96.63,98.64,4.8,97.02,Partial,Pending
3034,PO-2023-003034,20230605,5,10,3,720,707,13,510,360570,16489.83,28845.6,405905.43,16,0,98.32,96.58,4.8,98.04,Partial,Pending
3035,PO-2023-003035,20230605,6,11,3,425,407,18,148,60236,2407.98,4818.88,67462.86,19,1,95.94,99.79,4.7,97.24,Partial,Paid
3036,PO-2023-003036,20230605,6,12,3,1919,1869,50,890,1663410,46936.31,133072.8,1843419.11,19,1,97.44,96.2,4.7,96.33,Partial,Paid
3037,PO-2023-003037,20230605,7,13,4,745,725,20,1350,978750,21377.99,78300.0,1078427.99,18,0,97.32,99.56,4.8,98.88,Partial,Paid
3038,PO-2023-003038,20230605,8,14,4,24904,24230,674,1880,45552400,1306086.93,3644192.0,50502678.93,22,1,97.29,97.65,4.6,96.86,Partial,Pending
3039,PO-2023-003039,20230605,10,16,5,278,268,10,620,166160,4205.81,13292.8,183658.61,24,0,96.42,99.08,4.8,98.38,Partial,Pending
3040,PO-2023-003040,20230605,11,17,5,1724,1643,81,48,78864,2652.42,6309.12,87825.54,15,0,95.33,97.21,4.7,97.25,Partial,Paid
3041,PO-2023-003041,20230605,12,18,5,477,457,20,4,1828,83.93,146.24,2058.17,18,2,96.0,99.36,4.8,95.84,Partial,Pending
3042,PO-2023-003042,20230605,13,19,6,604,578,26,18,10404,276.92,832.32,11513.24,17,1,95.8,99.62,4.9,97.13,Partial,Paid
3043,PO-2023-003043,20230605,14,20,6,1007,989,18,26,25714,810.95,2057.12,28582.07,21,0,98.23,99.95,4.5,99.36,Partial,Paid
3044,PO-2023-003044,20230605,15,21,7,544,524,20,15,7860,244.64,628.8,8733.44,20,1,96.34,97.02,4.6,96.28,Partial,Paid
3045,PO-2023-003045,20230605,16,22,8,314,311,3,34,10574,375.32,845.92,11795.24,19,2,99.31,97.24,4.8,96.15,Partial,Pending
3046,PO-2023-003046,20230606,1,1,1,1114,1061,53,82,87002,4238.27,6960.16,98200.43,18,0,95.31,96.43,4.9,96.93,Partial,Pending
3047,PO-2023-003047,20230606,1,2,1,2071,2051,20,108,221508,9465.5,17720.64,248694.14,18,3,99.05,98.67,4.9,95.39,Partial,Paid
3048,PO-2023-003048,20230606,2,3,1,3174,3170,4,132,418440,8411.11,33475.2,460326.31,21,0,99.89,99.83,4.7,99.89,Partial,Pending
3049,PO-2023-003049,20230606,2,4,1,1076,1063,13,176,187088,6097.53,14967.04,208152.57,21,1,98.85,97.37,4.7,97.29,Partial,Pending
3050,PO-2023-003050,20230606,3,6,2,2062,1978,84,215,425270,17852.23,34021.6,477143.83,20,3,95.94,98.88,4.6,94.38,Partial,Pending
3051,PO-2023-003051,20230606,4,8,2,2685,2644,41,365,965060,27174.4,77204.8,1069439.2,14,0,98.48,96.8,4.9,98.19,Partial,Pending
3052,PO-2023-003052,20230606,5,9,3,1087,1078,9,240,258720,9843.56,20697.6,289261.16,16,0,99.21,98.26,4.8,99.03,Partial,Paid
3053,PO-2023-003053,20230606,5,10,3,719,700,19,510,357000,9242.04,28560.0,394802.04,16,0,97.36,96.98,4.8,97.87,Partial,Paid
3054,PO-2023-003054,20230606,6,11,3,2421,2343,78,148,346764,14830.33,27741.12,389335.45,19,0,96.78,98.13,4.7,98.13,Partial,Pending
3055,PO-2023-003055,20230606,6,12,3,1114,1082,32,890,962980,35508.02,77038.4,1075526.42,19,4,97.15,98.76,4.7,93.51,Partial,Paid
3056,PO-2023-003056,20230606,7,13,4,940,935,5,1350,1262250,34003.92,100980.0,1397233.92,18,0,99.48,99.47,4.8,99.6,Partial,Paid
3057,PO-2023-003057,20230606,8,14,4,829,804,25,1880,1511520,75392.62,120921.6,1707834.22,22,0,97.06,96.29,4.6,97.49,Partial,Pending
3058,PO-2023-003058,20230606,9,15,4,412,395,17,2450,967750,25583.45,77420.0,1070753.45,23,1,96.1,97.48,4.5,96.38,Partial,Paid
