QualityID,DateKey,ProductKey,MachineKey,EmployeeKey,ShiftKey,PlantKey,InspectedQuantity,PassedQuantity,DefectiveQuantity,DefectRatePct,InspectionResult,DefectType,InspectionTimeHours,InspectorScore,ReworkQuantity,ScrapQuantity,FirstPassYieldPct,ReworkRatePct,ScrapRatePct,ReworkCost,ScrapCost,TotalQualityCost
5595,20230513,10,14,20,1,3,126,124,2,1.34,Pass,Packaging Damage,0.96,95.97,1,1,98.41,50.0,50.0,6.16,510.0,516.16
5596,20230513,10,14,166,3,3,103,99,4,3.5,Conditional Pass,Display Flicker,1.93,94.85,2,2,96.12,50.0,50.0,33.27,1020.0,1053.27
5597,20230513,10,12,62,2,3,139,137,2,1.54,Pass,Power Failure,1.44,99.56,0,2,98.56,0.0,100.0,0.0,1020.0,1020.0
5598,20230513,11,13,153,1,3,149,147,2,1.01,Pass,Display Flicker,1.06,100.0,1,1,98.66,50.0,50.0,11.59,148.0,159.59
5599,20230513,11,13,29,2,3,147,144,3,1.9,Pass,Scratch,1.5,96.43,1,2,97.96,33.33,66.67,6.17,296.0,302.17
5600,20230513,11,14,160,1,3,107,105,2,2.05,Conditional Pass,Color Issue,1.93,92.59,0,2,98.13,0.0,100.0,0.0,296.0,296.0
5601,20230513,13,19,23,1,4,155,153,2,1.4,Pass,Color Issue,1.5,95.17,1,1,98.71,50.0,50.0,7.04,1350.0,1357.04
5602,20230513,13,20,41,2,4,85,83,2,2.44,Conditional Pass,Scratch,2.1,85.27,0,2,97.65,0.0,100.0,0.0,2700.0,2700.0
5603,20230513,13,19,68,3,4,162,157,5,3.1,Conditional Pass,Packaging Damage,2.02,90.75,3,2,96.91,60.0,40.0,23.28,2700.0,2723.28
5604,20230513,14,19,169,1,4,124,122,2,1.76,Pass,Dead Pixel,1.78,81.2,1,1,98.39,50.0,50.0,10.53,1880.0,1890.53
5605,20230513,13,18,114,2,4,80,79,1,1.74,Pass,Packaging Damage,1.32,97.51,0,1,98.75,0.0,100.0,0.0,1350.0,1350.0
5606,20230513,17,22,150,3,5,160,155,5,3.27,Conditional Pass,Scratch,0.87,86.91,3,2,96.88,60.0,40.0,37.54,96.0,133.54
5607,20230513,18,23,65,3,5,179,173,6,3.23,Conditional Pass,Packaging Damage,2.05,93.82,3,3,96.65,50.0,50.0,41.09,12.0,53.09
5608,20230513,18,21,200,3,5,149,144,5,3.53,Conditional Pass,Dead Pixel,1.26,89.6,3,2,96.64,60.0,40.0,48.17,8.0,56.17
5609,20230513,17,22,182,2,5,174,171,3,1.78,Pass,Loose Connection,1.06,98.78,1,2,98.28,33.33,66.67,7.48,96.0,103.48
5610,20230513,17,22,57,1,5,147,145,2,1.6,Pass,Alignment Error,1.94,99.58,0,2,98.64,0.0,100.0,0.0,96.0,96.0
5611,20230513,19,28,142,2,6,95,93,2,2.21,Conditional Pass,Scratch,2.16,94.51,0,2,97.89,0.0,100.0,0.0,36.0,36.0
5612,20230513,20,27,125,1,6,87,85,2,2.07,Conditional Pass,Display Flicker,0.8,87.03,1,1,97.7,50.0,50.0,12.68,26.0,38.68
5613,20230513,20,27,118,3,6,106,103,3,2.99,Conditional Pass,Color Issue,1.55,100.0,1,2,97.17,33.33,66.67,14.43,52.0,66.43
5614,20230513,19,28,24,2,6,85,83,2,2.25,Conditional Pass,Dead Pixel,0.67,89.2,1,1,97.65,50.0,50.0,10.8,18.0,28.8
5615,20230513,19,28,184,1,6,101,99,2,1.65,Pass,Scratch,1.25,90.08,1,1,98.02,50.0,50.0,7.24,18.0,25.24
5616,20230513,21,31,56,1,7,68,67,1,1.63,Pass,Power Failure,1.34,89.7,0,1,98.53,0.0,100.0,0.0,15.0,15.0
5617,20230513,21,31,14,3,7,59,57,2,3.55,Conditional Pass,Display Flicker,1.72,89.08,1,1,96.61,50.0,50.0,7.82,15.0,22.82
5618,20230513,21,30,148,1,7,88,87,1,1.66,Pass,Scratch,1.29,97.29,0,1,98.86,0.0,100.0,0.0,15.0,15.0
5619,20230513,21,30,17,1,7,75,74,1,1.63,Pass,Scratch,2.04,88.89,0,1,98.67,0.0,100.0,0.0,15.0,15.0
5620,20230513,22,35,124,1,8,50,49,1,1.16,Pass,Loose Connection,1.82,93.97,0,1,98.0,0.0,100.0,0.0,34.0,34.0
5621,20230513,22,36,124,1,8,50,49,1,1.78,Pass,Color Issue,0.62,90.84,0,1,98.0,0.0,100.0,0.0,34.0,34.0
5622,20230513,22,33,46,3,8,50,48,2,3.47,Conditional Pass,Loose Connection,0.85,86.04,1,1,96.0,50.0,50.0,14.44,34.0,48.44
5623,20230514,4,4,71,1,1,264,261,3,1.14,Pass,Color Issue,1.08,97.58,1,2,98.86,33.33,66.67,13.44,352.0,365.44
5624,20230514,4,2,84,3,1,340,329,11,3.34,Conditional Pass,Color Issue,1.73,91.37,6,5,96.76,54.55,45.45,55.37,880.0,935.37
5625,20230514,1,2,121,1,1,350,344,6,1.81,Pass,Alignment Error,2.21,92.98,3,3,98.29,50.0,50.0,30.02,246.0,276.02
5626,20230514,4,5,145,1,1,214,209,5,2.28,Conditional Pass,Color Issue,2.23,85.06,2,3,97.66,40.0,60.0,29.96,528.0,557.96
5627,20230514,2,5,165,1,1,277,271,6,2.25,Conditional Pass,Packaging Damage,2.18,83.18,3,3,97.83,50.0,50.0,30.48,324.0,354.48
5628,20230514,2,5,102,1,1,277,274,3,1.26,Pass,Loose Connection,2.05,100.0,1,2,98.92,33.33,66.67,9.09,216.0,225.09
5629,20230514,3,4,170,2,1,314,309,5,1.48,Pass,Alignment Error,1.21,96.68,2,3,98.41,40.0,60.0,20.38,396.0,416.38
5630,20230514,6,7,25,3,2,319,310,9,2.87,Conditional Pass,Power Failure,1.8,92.88,5,4,97.18,55.56,44.44,70.8,860.0,930.8
5631,20230514,8,10,122,2,2,241,237,4,1.74,Pass,Alignment Error,1.12,100.0,1,3,98.34,25.0,75.0,11.5,1095.0,1106.5
5632,20230514,7,9,188,2,2,247,242,5,1.88,Pass,Color Issue,2.3,98.13,3,2,97.98,60.0,40.0,32.24,376.0,408.24
5633,20230514,6,7,143,2,2,333,326,7,2.18,Conditional Pass,Scratch,1.73,97.61,4,3,97.9,57.14,42.86,42.08,645.0,687.08
5634,20230514,6,11,40,2,2,341,335,6,1.88,Pass,Color Issue,2.44,92.74,3,3,98.24,50.0,50.0,21.18,645.0,666.18
5635,20230514,6,11,175,3,2,334,322,12,3.46,Conditional Pass,Packaging Damage,1.62,94.4,7,5,96.41,58.33,41.67,85.76,1075.0,1160.76
5636,20230514,9,12,12,2,3,164,161,3,1.81,Pass,Scratch,1.6,93.15,1,2,98.17,33.33,66.67,13.35,480.0,493.35
5637,20230514,11,16,166,1,3,177,174,3,1.52,Pass,Display Flicker,1.17,94.84,1,2,98.31,33.33,66.67,10.81,296.0,306.81
5638,20230514,12,13,29,1,3,119,117,2,1.85,Pass,Scratch,1.84,97.32,1,1,98.32,50.0,50.0,9.19,890.0,899.19
5639,20230514,9,13,29,3,3,126,123,3,2.69,Conditional Pass,Power Failure,1.6,96.64,1,2,97.62,33.33,66.67,8.19,480.0,488.19
5640,20230514,9,14,29,3,3,113,109,4,3.35,Conditional Pass,Dead Pixel,1.87,94.82,2,2,96.46,50.0,50.0,29.68,480.0,509.68
5641,20230514,14,17,99,1,4,76,75,1,1.45,Pass,Power Failure,0.8,88.52,0,1,98.68,0.0,100.0,0.0,1880.0,1880.0
5642,20230514,15,18,174,2,4,96,94,2,2.34,Conditional Pass,Packaging Damage,1.89,98.63,1,1,97.92,50.0,50.0,9.0,2450.0,2459.0
5643,20230514,13,17,37,2,4,93,91,2,1.94,Pass,Alignment Error,2.03,94.07,1,1,97.85,50.0,50.0,14.72,1350.0,1364.72
5644,20230514,14,20,168,1,4,110,109,1,1.0,Pass,Dead Pixel,1.95,97.33,0,1,99.09,0.0,100.0,0.0,1880.0,1880.0
5645,20230514,17,22,104,1,5,145,142,3,1.88,Pass,Alignment Error,1.54,91.97,1,2,97.93,33.33,66.67,11.45,96.0,107.45
5646,20230514,16,24,155,1,5,170,167,3,1.5,Pass,Scratch,1.82,98.85,1,2,98.24,33.33,66.67,6.1,1240.0,1246.1
5647,20230514,16,23,34,3,5,136,131,5,3.51,Conditional Pass,Power Failure,2.1,82.43,3,2,96.32,60.0,40.0,27.53,1240.0,1267.53
5648,20230514,18,23,8,1,5,145,142,3,1.96,Pass,Power Failure,1.71,90.14,1,2,97.93,33.33,66.67,7.61,8.0,15.61
5649,20230514,17,21,109,1,5,111,108,3,2.34,Conditional Pass,Color Issue,2.0,82.78,1,2,97.3,33.33,66.67,15.87,96.0,111.87
5650,20230514,17,23,61,2,5,153,150,3,1.97,Pass,Dead Pixel,2.19,89.44,1,2,98.04,33.33,66.67,13.32,96.0,109.32
5651,20230514,20,27,118,2,6,105,103,2,2.13,Conditional Pass,Display Flicker,1.99,100.0,1,1,98.1,50.0,50.0,14.2,26.0,40.2
5652,20230514,20,26,7,3,6,93,90,3,3.08,Conditional Pass,Color Issue,1.36,91.81,1,2,96.77,33.33,66.67,13.01,52.0,65.01
5653,20230514,19,27,139,1,6,86,85,1,1.59,Pass,Color Issue,2.11,86.87,0,1,98.84,0.0,100.0,0.0,18.0,18.0
5654,20230514,21,30,93,2,7,96,94,2,1.81,Pass,Color Issue,2.17,100.0,0,2,97.92,0.0,100.0,0.0,30.0,30.0
5655,20230514,21,30,126,1,7,72,71,1,1.79,Pass,Loose Connection,0.92,85.85,0,1,98.61,0.0,100.0,0.0,15.0,15.0
5656,20230514,22,35,51,1,8,50,49,1,1.66,Pass,Packaging Damage,1.53,100.0,0,1,98.0,0.0,100.0,0.0,34.0,34.0
5657,20230515,4,2,121,2,1,379,371,8,2.17,Conditional Pass,Color Issue,2.19,91.92,4,4,97.89,50.0,50.0,45.84,704.0,749.84
5658,20230515,5,1,70,2,1,333,326,7,2.22,Conditional Pass,Color Issue,2.58,92.11,3,4,97.9,42.86,57.14,36.46,992.0,1028.46
5659,20230515,5,6,185,2,1,539,530,9,1.72,Pass,Loose Connection,2.72,99.37,3,6,98.33,33.33,66.67,18.15,1488.0,1506.15
5660,20230515,3,1,129,3,1,332,321,11,3.21,Conditional Pass,Scratch,2.25,93.87,6,5,96.69,54.55,45.45,51.34,660.0,711.34
5661,20230515,1,5,127,2,1,296,290,6,2.16,Conditional Pass,Power Failure,2.13,95.14,3,3,97.97,50.0,50.0,43.03,246.0,289.03
5662,20230515,1,2,198,1,1,373,366,7,1.95,Pass,Packaging Damage,2.24,82.55,4,3,98.12,57.14,42.86,34.02,246.0,280.02
5663,20230515,4,1,98,3,1,370,356,14,3.78,Conditional Pass,Display Flicker,2.58,85.01,5,9,96.22,35.71,64.29,39.19,1584.0,1623.19
5664,20230515,7,7,40,3,2,253,245,8,3.16,Conditional Pass,Alignment Error,2.27,94.2,5,3,96.84,62.5,37.5,58.71,564.0,622.71
5665,20230515,7,10,183,2,2,227,223,4,1.94,Pass,Dead Pixel,1.59,100.0,1,3,98.24,25.0,75.0,7.43,564.0,571.43
5666,20230515,8,11,122,1,2,305,300,5,1.57,Pass,Loose Connection,2.58,96.87,3,2,98.36,60.0,40.0,22.9,730.0,752.9
5667,20230515,8,7,53,2,2,315,309,6,1.84,Pass,Color Issue,2.18,97.78,3,3,98.1,50.0,50.0,52.78,1095.0,1147.78
5668,20230515,8,10,5,2,2,188,184,4,2.11,Conditional Pass,Power Failure,0.92,92.03,2,2,97.87,50.0,50.0,24.44,730.0,754.44
5669,20230515,6,9,94,2,2,239,235,4,1.61,Pass,Color Issue,2.43,95.41,1,3,98.33,25.0,75.0,14.48,645.0,659.48
5670,20230515,11,13,166,2,3,128,126,2,1.95,Pass,Color Issue,1.71,91.2,0,2,98.44,0.0,100.0,0.0,296.0,296.0
5671,20230515,12,13,149,3,3,122,118,4,3.11,Conditional Pass,Color Issue,2.18,83.33,2,2,96.72,50.0,50.0,27.61,1780.0,1807.61
5672,20230515,9,16,137,2,3,191,187,4,2.06,Conditional Pass,Color Issue,0.98,98.3,2,2,97.91,50.0,50.0,18.82,480.0,498.82
5673,20230515,11,13,160,1,3,142,139,3,1.84,Pass,Dead Pixel,2.09,90.17,1,2,97.89,33.33,66.67,6.75,296.0,302.75
5674,20230515,10,14,12,1,3,125,123,2,1.52,Pass,Loose Connection,0.95,93.14,1,1,98.4,50.0,50.0,6.17,510.0,516.17
5675,20230515,12,15,31,3,3,244,237,7,2.78,Conditional Pass,Packaging Damage,1.82,93.22,4,3,97.13,57.14,42.86,26.28,2670.0,2696.28
5676,20230515,13,19,108,3,4,133,128,5,3.49,Conditional Pass,Power Failure,1.39,85.03,3,2,96.24,60.0,40.0,30.48,2700.0,2730.48
5677,20230515,14,20,196,2,4,78,76,2,1.97,Pass,Display Flicker,1.43,88.24,0,2,97.44,0.0,100.0,0.0,3760.0,3760.0
5678,20230515,13,20,196,3,4,86,83,3,3.49,Conditional Pass,Loose Connection,0.79,92.11,1,2,96.51,33.33,66.67,16.25,2700.0,2716.25
5679,20230515,15,18,99,2,4,84,82,2,2.27,Conditional Pass,Packaging Damage,1.18,88.23,0,2,97.62,0.0,100.0,0.0,4900.0,4900.0
5680,20230515,13,17,158,1,4,77,76,1,1.5,Pass,Display Flicker,1.3,87.99,0,1,98.7,0.0,100.0,0.0,1350.0,1350.0
5681,20230515,13,18,27,2,4,88,86,2,1.88,Pass,Loose Connection,1.26,100.0,1,1,97.73,50.0,50.0,15.13,1350.0,1365.13
5682,20230515,17,24,65,1,5,193,190,3,1.65,Pass,Display Flicker,1.69,99.53,2,1,98.45,66.67,33.33,32.18,48.0,80.18
5683,20230515,18,22,64,1,5,122,120,2,1.71,Pass,Alignment Error,1.42,82.35,0,2,98.36,0.0,100.0,0.0,8.0,8.0
5684,20230515,16,21,91,2,5,124,121,3,2.47,Conditional Pass,Color Issue,2.01,85.37,1,2,97.58,33.33,66.67,12.67,1240.0,1252.67
5685,20230515,16,24,109,1,5,169,165,4,2.36,Conditional Pass,Loose Connection,0.97,85.84,2,2,97.63,50.0,50.0,17.03,1240.0,1257.03
5686,20230515,18,24,89,2,5,188,185,3,1.65,Pass,Packaging Damage,2.25,96.86,1,2,98.4,33.33,66.67,10.58,8.0,18.58
5687,20230515,20,26,167,2,6,90,88,2,2.04,Conditional Pass,Color Issue,2.15,88.59,1,1,97.78,50.0,50.0,16.47,26.0,42.47
5688,20230515,20,25,42,2,6,103,102,1,1.39,Pass,Power Failure,1.52,98.45,0,1,99.03,0.0,100.0,0.0,26.0,26.0
5689,20230515,19,26,59,2,6,99,97,2,2.28,Conditional Pass,Scratch,0.98,90.81,1,1,97.98,50.0,50.0,10.54,18.0,28.54
5690,20230515,20,28,42,3,6,86,83,3,3.09,Conditional Pass,Color Issue,1.76,98.55,1,2,96.51,33.33,66.67,16.95,52.0,68.95
5691,20230515,19,28,80,3,6,99,96,3,3.11,Conditional Pass,Scratch,1.54,100.0,1,2,96.97,33.33,66.67,6.96,36.0,42.96
5692,20230515,21,32,76,1,7,56,55,1,1.7,Pass,Power Failure,1.22,86.76,0,1,98.21,0.0,100.0,0.0,15.0,15.0
5693,20230515,21,30,56,3,7,84,82,2,2.94,Conditional Pass,Power Failure,1.89,92.98,1,1,97.62,50.0,50.0,13.64,15.0,28.64
5694,20230515,22,36,159,2,8,50,49,1,2.66,Conditional Pass,Loose Connection,1.32,85.19,0,1,98.0,0.0,100.0,0.0,34.0,34.0
5695,20230516,4,5,28,3,1,236,227,9,3.74,Conditional Pass,Scratch,2.26,86.66,4,5,96.19,44.44,55.56,54.93,880.0,934.93
5696,20230516,2,6,134,1,1,482,475,7,1.55,Pass,Color Issue,1.55,89.31,3,4,98.55,42.86,57.14,30.83,432.0,462.83
5697,20230516,2,2,192,2,1,346,337,9,2.52,Conditional Pass,Loose Connection,1.52,92.19,5,4,97.4,55.56,44.44,43.24,432.0,475.24
5698,20230516,2,4,11,3,1,304,297,7,2.45,Conditional Pass,Scratch,1.36,99.21,4,3,97.7,57.14,42.86,45.51,324.0,369.51
5699,20230516,5,1,121,3,1,375,363,12,3.2,Conditional Pass,Loose Connection,1.72,89.54,5,7,96.8,41.67,58.33,75.8,1736.0,1811.8
5700,20230516,2,3,165,2,1,289,282,7,2.33,Conditional Pass,Alignment Error,1.57,83.76,4,3,97.58,57.14,42.86,49.02,324.0,373.02
5701,20230516,2,5,134,1,1,261,256,5,2.08,Conditional Pass,Scratch,2.49,92.57,3,2,98.08,60.0,40.0,53.39,216.0,269.39
5702,20230516,6,7,107,2,2,261,256,5,1.89,Pass,Dead Pixel,1.46,90.53,2,3,98.08,40.0,60.0,25.39,645.0,670.39
5703,20230516,7,9,1,1,2,231,229,2,1.03,Pass,Packaging Damage,1.5,99.49,1,1,99.13,50.0,50.0,16.37,188.0,204.37
5704,20230516,6,9,9,1,2,240,237,3,1.43,Pass,Power Failure,2.28,100.0,1,2,98.75,33.33,66.67,16.1,430.0,446.1
5705,20230516,8,11,161,3,2,389,375,14,3.49,Conditional Pass,Display Flicker,1.85,89.17,9,5,96.4,64.29,35.71,84.08,1825.0,1909.08
5706,20230516,6,8,40,3,2,306,297,9,2.99,Conditional Pass,Loose Connection,2.23,93.52,5,4,97.06,55.56,44.44,42.43,860.0,902.43
5707,20230516,8,11,110,2,2,295,289,6,1.97,Pass,Power Failure,2.03,83.99,3,3,97.97,50.0,50.0,28.2,1095.0,1123.2
5708,20230516,9,16,160,3,3,178,173,5,2.82,Conditional Pass,Packaging Damage,1.38,90.96,2,3,97.19,40.0,60.0,12.7,720.0,732.7
5709,20230516,11,12,62,1,3,139,138,1,1.05,Pass,Display Flicker,2.11,96.37,0,1,99.28,0.0,100.0,0.0,148.0,148.0
5710,20230516,12,15,31,1,3,254,249,5,1.95,Pass,Power Failure,2.45,92.75,1,4,98.03,20.0,80.0,10.95,3560.0,3570.95
5711,20230516,9,12,166,2,3,162,158,4,2.23,Conditional Pass,Alignment Error,1.13,89.7,2,2,97.53,50.0,50.0,13.13,480.0,493.13
5712,20230516,12,16,166,2,3,204,200,4,2.15,Conditional Pass,Color Issue,1.77,89.3,1,3,98.04,25.0,75.0,14.66,2670.0,2684.66
5713,20230516,10,15,31,3,3,253,245,8,3.04,Conditional Pass,Power Failure,1.14,95.11,3,5,96.84,37.5,62.5,26.06,2550.0,2576.06
5714,20230516,12,13,153,3,3,138,134,4,2.55,Conditional Pass,Dead Pixel,1.41,100.0,1,3,97.1,25.0,75.0,16.65,2670.0,2686.65
5715,20230516,11,16,160,2,3,180,176,4,2.07,Conditional Pass,Alignment Error,0.92,92.42,2,2,97.78,50.0,50.0,20.78,296.0,316.78
5716,20230516,13,19,194,2,4,142,139,3,2.25,Conditional Pass,Color Issue,1.09,88.96,1,2,97.89,33.33,66.67,9.91,2700.0,2709.91
5717,20230516,13,17,119,3,4,68,66,2,3.19,Conditional Pass,Color Issue,0.67,87.25,1,1,97.06,50.0,50.0,7.99,1350.0,1357.99
5718,20230516,13,18,119,1,4,83,81,2,1.82,Pass,Power Failure,0.77,85.03,0,2,97.59,0.0,100.0,0.0,2700.0,2700.0
5719,20230516,13,19,176,3,4,172,168,4,2.51,Conditional Pass,Color Issue,1.54,100.0,2,2,97.67,50.0,50.0,19.1,2700.0,2719.1
5720,20230516,16,24,65,3,5,172,167,5,2.92,Conditional Pass,Scratch,1.35,95.7,2,3,97.09,40.0,60.0,35.43,1860.0,1895.43
5721,20230516,16,23,34,2,5,153,150,3,2.27,Conditional Pass,Packaging Damage,2.14,83.67,1,2,98.04,33.33,66.67,14.26,1240.0,1254.26
5722,20230516,16,24,61,1,5,186,182,4,2.16,Conditional Pass,Power Failure,1.07,90.57,1,3,97.85,25.0,75.0,7.38,1860.0,1867.38
5723,20230516,18,21,47,1,5,153,150,3,1.76,Pass,Alignment Error,2.12,96.5,1,2,98.04,33.33,66.67,6.89,8.0,14.89
5724,20230516,19,26,79,3,6,95,92,3,2.97,Conditional Pass,Power Failure,1.63,94.29,1,2,96.84,33.33,66.67,7.57,36.0,43.57
5725,20230516,19,26,133,3,6,91,88,3,3.46,Conditional Pass,Loose Connection,0.9,92.13,2,1,96.7,66.67,33.33,33.46,18.0,51.46
5726,20230516,20,28,171,2,6,100,98,2,1.84,Pass,Dead Pixel,1.86,93.12,1,1,98.0,50.0,50.0,7.16,26.0,33.16
5727,20230516,19,28,59,1,6,88,87,1,1.41,Pass,Power Failure,1.59,94.77,0,1,98.86,0.0,100.0,0.0,18.0,18.0
5728,20230516,21,31,14,1,7,59,58,1,1.94,Pass,Alignment Error,1.36,89.87,0,1,98.31,0.0,100.0,0.0,15.0,15.0
5729,20230516,21,32,93,2,7,66,65,1,2.07,Conditional Pass,Display Flicker,0.69,100.0,0,1,98.48,0.0,100.0,0.0,15.0,15.0
5730,20230516,21,31,173,2,7,61,60,1,2.07,Conditional Pass,Display Flicker,1.32,88.58,0,1,98.36,0.0,100.0,0.0,15.0,15.0
5731,20230516,21,30,135,3,7,76,73,3,3.6,Conditional Pass,Alignment Error,2.08,84.12,1,2,96.05,33.33,66.67,14.2,30.0,44.2
5732,20230516,22,34,193,1,8,50,49,1,1.59,Pass,Display Flicker,0.86,92.16,0,1,98.0,0.0,100.0,0.0,34.0,34.0
5733,20230516,22,37,32,3,8,50,48,2,3.1,Conditional Pass,Alignment Error,1.92,87.6,1,1,96.0,50.0,50.0,8.07,34.0,42.07
5734,20230517,3,4,11,1,1,279,275,4,1.55,Pass,Scratch,2.56,99.86,1,3,98.57,25.0,75.0,16.03,396.0,412.03
5735,20230517,4,1,54,3,1,348,338,10,2.78,Conditional Pass,Scratch,2.06,90.43,6,4,97.13,60.0,40.0,42.38,704.0,746.38
5736,20230517,4,2,185,2,1,408,400,8,1.84,Pass,Power Failure,1.86,98.41,3,5,98.04,37.5,62.5,35.22,880.0,915.22
5737,20230517,3,4,121,3,1,288,278,10,3.41,Conditional Pass,Color Issue,1.95,88.83,3,7,96.53,30.0,70.0,51.3,924.0,975.3
5738,20230517,2,3,54,1,1,336,331,5,1.54,Pass,Alignment Error,2.08,91.57,1,4,98.51,20.0,80.0,16.93,432.0,448.93
5739,20230517,1,3,54,3,1,289,281,8,2.73,Conditional Pass,Dead Pixel,2.43,92.07,3,5,97.23,37.5,62.5,21.11,410.0,431.11
5740,20230517,2,1,28,2,1,313,306,7,2.22,Conditional Pass,Alignment Error,2.56,86.17,2,5,97.76,28.57,71.43,19.26,540.0,559.26
5741,20230517,5,5,70,1,1,301,297,4,1.33,Pass,Alignment Error,1.49,93.32,1,3,98.67,25.0,75.0,6.82,744.0,750.82
5742,20230517,3,6,71,1,1,536,530,6,1.15,Pass,Color Issue,2.47,100.0,3,3,98.88,50.0,50.0,24.33,396.0,420.33
5743,20230517,8,7,146,2,2,254,248,6,2.39,Conditional Pass,Loose Connection,1.65,88.51,2,4,97.64,33.33,66.67,17.74,1460.0,1477.74
5744,20230517,8,8,9,3,2,260,253,7,2.53,Conditional Pass,Dead Pixel,1.19,98.32,2,5,97.31,28.57,71.43,15.97,1825.0,1840.97
5745,20230517,6,9,95,3,2,201,194,7,3.44,Conditional Pass,Scratch,2.23,90.55,3,4,96.52,42.86,57.14,53.78,860.0,913.78
5746,20230517,8,7,81,1,2,270,265,5,1.68,Pass,Scratch,1.18,96.04,2,3,98.15,40.0,60.0,12.82,1095.0,1107.82
5747,20230517,7,8,13,3,2,210,202,8,3.67,Conditional Pass,Packaging Damage,1.75,86.61,4,4,96.19,50.0,50.0,51.76,752.0,803.76
5748,20230517,8,10,183,3,2,226,219,7,3.0,Conditional Pass,Dead Pixel,1.41,97.22,2,5,96.9,28.57,71.43,31.79,1825.0,1856.79
5749,20230517,12,15,90,2,3,196,191,5,2.75,Conditional Pass,Alignment Error,1.91,88.18,1,4,97.45,20.0,80.0,7.85,3560.0,3567.85
5750,20230517,11,13,62,1,3,153,151,2,1.13,Pass,Alignment Error,1.09,97.45,1,1,98.69,50.0,50.0,15.8,148.0,163.8
5751,20230517,9,14,31,3,3,100,97,3,3.27,Conditional Pass,Packaging Damage,0.84,96.51,1,2,97.0,33.33,66.67,11.17,480.0,491.17
5752,20230517,12,13,90,1,3,118,115,3,2.23,Conditional Pass,Dead Pixel,1.47,89.04,2,1,97.46,66.67,33.33,29.08,890.0,919.08
5753,20230517,9,16,153,1,3,200,198,2,1.01,Pass,Dead Pixel,2.27,98.1,1,1,99.0,50.0,50.0,8.61,240.0,248.61
5754,20230517,12,12,31,3,3,139,135,4,3.08,Conditional Pass,Scratch,1.71,96.01,2,2,97.12,50.0,50.0,23.5,1780.0,1803.5
5755,20230517,12,16,75,3,3,157,152,5,2.94,Conditional Pass,Loose Connection,1.3,93.07,1,4,96.82,20.0,80.0,14.67,3560.0,3574.67
5756,20230517,10,14,12,2,3,104,102,2,1.99,Pass,Display Flicker,0.74,98.81,0,2,98.08,0.0,100.0,0.0,1020.0,1020.0
5757,20230517,14,17,119,2,4,79,77,2,2.3,Conditional Pass,Color Issue,1.55,85.81,1,1,97.47,50.0,50.0,6.92,1880.0,1886.92
5758,20230517,14,20,158,3,4,91,88,3,3.36,Conditional Pass,Power Failure,1.84,90.11,1,2,96.7,33.33,66.67,11.95,3760.0,3771.95
5759,20230517,14,18,108,3,4,79,76,3,3.72,Conditional Pass,Loose Connection,1.78,83.87,1,2,96.2,33.33,66.67,13.84,3760.0,3773.84
5760,20230517,13,18,23,2,4,74,73,1,1.74,Pass,Packaging Damage,0.99,94.88,0,1,98.65,0.0,100.0,0.0,1350.0,1350.0
5761,20230517,15,18,130,2,4,75,73,2,2.2,Conditional Pass,Dead Pixel,0.69,89.77,1,1,97.33,50.0,50.0,13.71,2450.0,2463.71
5762,20230517,15,18,168,2,4,85,83,2,1.81,Pass,Scratch,0.81,100.0,1,1,97.65,50.0,50.0,17.72,2450.0,2467.72
5763,20230517,15,19,174,3,4,184,179,5,2.8,Conditional Pass,Scratch,1.34,98.82,3,2,97.28,60.0,40.0,53.16,4900.0,4953.16
5764,20230517,16,23,111,3,5,186,181,5,2.94,Conditional Pass,Alignment Error,2.3,100.0,2,3,97.31,40.0,60.0,21.1,1860.0,1881.1
5765,20230517,18,21,87,3,5,151,146,5,3.18,Conditional Pass,Display Flicker,0.89,87.69,2,3,96.69,40.0,60.0,12.33,12.0,24.33
5766,20230517,18,24,83,2,5,188,184,4,2.39,Conditional Pass,Alignment Error,1.48,89.78,2,2,97.87,50.0,50.0,21.53,8.0,29.53
5767,20230517,16,23,33,1,5,149,146,3,1.77,Pass,Color Issue,2.09,83.06,1,2,97.99,33.33,66.67,8.62,1240.0,1248.62
5768,20230517,16,24,187,3,5,216,210,6,2.9,Conditional Pass,Scratch,1.02,100.0,3,3,97.22,50.0,50.0,29.46,1860.0,1889.46
5769,20230517,16,24,187,1,5,190,187,3,1.38,Pass,Scratch,2.05,100.0,1,2,98.42,33.33,66.67,6.79,1240.0,1246.79
5770,20230517,20,28,125,2,6,91,89,2,2.57,Conditional Pass,Scratch,1.52,84.19,0,2,97.8,0.0,100.0,0.0,52.0,52.0
5771,20230517,20,28,133,1,6,83,82,1,1.37,Pass,Display Flicker,1.86,88.44,0,1,98.8,0.0,100.0,0.0,26.0,26.0
5772,20230517,20,26,139,3,6,87,84,3,3.4,Conditional Pass,Loose Connection,1.1,88.37,1,2,96.55,33.33,66.67,12.62,52.0,64.62
5773,20230517,19,28,133,1,6,91,89,2,1.86,Pass,Color Issue,1.05,87.95,1,1,97.8,50.0,50.0,16.09,18.0,34.09
5774,20230517,20,28,16,2,6,78,76,2,2.38,Conditional Pass,Loose Connection,0.94,85.77,1,1,97.44,50.0,50.0,16.96,26.0,42.96
