MaintenanceID,DateKey,MachineKey,EmployeeKey,PlantKey,MaintenanceType,MaintenanceStatus,Priority,DowntimeMinutes,MaintenanceDurationHours,LaborHours,SparePartsCost,LaborCost,TotalMaintenanceCost,MTTRHours,MTBFDays,MachineAvailabilityPct,MaintenanceEfficiencyPct,TechnicianRating,RepeatFailure
1598,20230207.0,11.0,175.0,2.0,Predictive,Completed,Low,40.0,1.63,1.34,305.25,111.06,416.31,1.63,27.24,96.0,90.96,92.92,No
1599,20230207.0,8.0,53.0,2.0,Preventive,Scheduled,Critical,26.0,0.97,1.08,752.06,76.38,828.44,0.97,22.17,97.4,95.64,93.12,No
1600,20230207.0,9.0,25.0,2.0,Preventive,In Progress,High,32.0,2.31,2.07,383.0,167.91,550.91,2.31,5.85,96.8,92.89,91.34,No
1601,20230207.0,10.0,66.0,2.0,Predictive,Scheduled,Medium,36.0,3.49,4.08,516.64,306.69,823.33,3.49,31.32,96.4,93.3,89.47,No
1602,20230207.0,7.0,95.0,2.0,Emergency,Scheduled,Medium,8.0,0.85,0.88,854.56,54.51,909.07,0.85,6.18,99.2,93.48,90.47,No
1603,20230207.0,9.0,95.0,2.0,Preventive,Scheduled,Medium,19.0,2.81,3.24,376.2,193.76,569.96,2.81,16.12,98.1,92.6,87.03,No
1604,20230207.0,10.0,147.0,2.0,Corrective,In Progress,Medium,57.0,1.45,1.42,299.05,83.45,382.5,1.45,8.69,94.3,92.01,94.26,No
1605,20230207.0,10.0,85.0,2.0,Preventive,Scheduled,High,45.0,1.5,1.68,676.71,87.09,763.8,1.5,13.86,95.5,94.12,96.5,No
1606,20230207.0,9.0,1.0,2.0,Predictive,Scheduled,Critical,49.0,2.73,2.66,805.51,173.23,978.74,2.73,8.77,95.1,91.16,96.05,Yes
1607,20230207.0,13.0,29.0,3.0,Corrective,In Progress,Medium,16.0,2.49,2.46,758.7,119.97,878.67,2.49,16.96,98.4,92.71,90.15,No
1608,20230207.0,13.0,12.0,3.0,Predictive,In Progress,Low,6.0,0.77,0.92,693.89,47.09,740.98,0.77,25.33,99.4,95.82,91.01,No
1609,20230207.0,12.0,29.0,3.0,Predictive,Scheduled,Medium,43.0,2.86,3.43,514.13,253.46,767.59,2.86,10.96,95.7,89.96,91.04,No
1610,20230207.0,16.0,12.0,3.0,Predictive,Scheduled,Medium,12.0,2.26,2.57,489.91,183.75,673.66,2.26,6.62,98.8,94.12,91.74,No
1611,20230207.0,16.0,160.0,3.0,Preventive,Scheduled,Medium,38.0,2.96,3.46,973.09,259.19,1232.28,2.96,4.73,96.2,95.11,92.3,No
1612,20230207.0,12.0,20.0,3.0,Corrective,Completed,Medium,33.0,2.89,3.16,504.29,222.34,726.63,2.89,19.63,96.7,92.24,92.4,No
1613,20230207.0,16.0,62.0,3.0,Corrective,Scheduled,Low,34.0,2.86,2.86,965.62,143.25,1108.87,2.86,21.82,96.6,91.98,96.62,Yes
1614,20230207.0,19.0,174.0,4.0,Emergency,In Progress,Critical,58.0,2.51,2.9,348.04,176.42,524.46,2.51,6.11,94.2,93.18,90.2,No
1615,20230207.0,19.0,196.0,4.0,Preventive,In Progress,Low,14.0,1.62,1.88,215.78,125.0,340.78,1.62,11.02,98.6,93.03,83.96,No
1616,20230207.0,18.0,130.0,4.0,Preventive,In Progress,Medium,52.0,2.54,2.42,520.14,192.21,712.35,2.54,10.04,94.8,92.66,89.92,Yes
1617,20230207.0,19.0,68.0,4.0,Preventive,In Progress,Critical,29.0,3.09,3.39,524.0,161.62,685.62,3.09,20.71,97.1,92.06,91.37,No
1618,20230207.0,20.0,174.0,4.0,Emergency,Completed,Critical,27.0,0.98,0.81,486.49,65.12,551.61,0.98,30.58,97.3,93.49,96.59,No
1619,20230207.0,20.0,108.0,4.0,Predictive,In Progress,Low,38.0,1.72,1.65,336.02,111.89,447.91,1.72,26.11,96.2,92.17,81.82,No
1620,20230207.0,24.0,172.0,5.0,Predictive,Completed,High,27.0,2.05,1.99,473.1,144.06,617.16,2.05,36.22,97.3,92.38,94.37,No
1621,20230207.0,24.0,57.0,5.0,Preventive,In Progress,Medium,23.0,2.5,2.38,294.23,119.43,413.66,2.5,15.52,97.7,92.5,95.97,Yes
1622,20230207.0,22.0,91.0,5.0,Predictive,Scheduled,Medium,23.0,1.52,1.69,549.39,138.22,687.61,1.52,28.4,97.7,96.43,86.48,No
1623,20230207.0,22.0,89.0,5.0,Emergency,Completed,Medium,36.0,1.35,1.36,471.75,109.41,581.16,1.35,6.24,96.4,94.16,98.84,Yes
1624,20230207.0,23.0,8.0,5.0,Corrective,Completed,High,23.0,2.69,3.13,477.27,223.23,700.5,2.69,27.69,97.7,93.7,83.54,No
1625,20230207.0,22.0,34.0,5.0,Corrective,Completed,Medium,51.0,3.72,4.43,305.2,264.14,569.34,3.72,6.82,94.9,91.73,81.77,No
1626,20230207.0,27.0,50.0,6.0,Predictive,In Progress,Critical,20.0,1.03,1.12,330.48,80.35,410.83,1.03,24.98,98.0,92.26,90.66,No
1627,20230207.0,28.0,118.0,6.0,Predictive,Completed,High,21.0,3.14,3.22,346.97,187.51,534.48,3.14,19.36,97.9,94.9,100.0,No
1628,20230207.0,27.0,42.0,6.0,Preventive,In Progress,Medium,25.0,3.33,3.25,414.84,275.1,689.94,3.33,16.29,97.5,93.53,99.1,No
1629,20230207.0,26.0,59.0,6.0,Predictive,Scheduled,Low,24.0,3.16,2.69,350.36,151.78,502.14,3.16,4.89,97.6,95.15,87.46,No
1630,20230207.0,28.0,142.0,6.0,Emergency,Completed,Low,58.0,3.5,3.06,413.54,155.15,568.69,3.5,29.91,94.2,90.3,90.07,No
1631,20230207.0,32.0,152.0,7.0,Predictive,Completed,Critical,50.0,3.47,3.11,294.09,261.97,556.06,3.47,13.99,95.0,91.05,99.02,Yes
1632,20230207.0,32.0,93.0,7.0,Emergency,Completed,High,6.0,0.91,1.02,157.9,73.14,231.04,0.91,20.08,99.4,96.14,92.97,No
1633,20230207.0,33.0,55.0,8.0,Corrective,Completed,Low,20.0,2.78,3.21,212.59,248.4,460.99,2.78,29.01,98.0,94.14,92.6,No
1634,20230208.0,5.0,145.0,1.0,Preventive,In Progress,Critical,8.0,0.71,0.75,679.87,48.62,728.49,0.71,18.69,99.2,95.02,81.97,Yes
1635,20230208.0,2.0,121.0,1.0,Emergency,Scheduled,Critical,53.0,1.61,1.89,588.72,96.88,685.6,1.61,9.89,94.7,93.61,88.16,No
1636,20230208.0,1.0,28.0,1.0,Preventive,Scheduled,Critical,46.0,1.92,2.18,993.21,157.28,1150.49,1.92,3.57,95.4,92.05,84.1,No
1637,20230208.0,1.0,98.0,1.0,Predictive,In Progress,Medium,60.0,3.49,4.01,1152.03,216.15,1368.18,3.49,10.41,94.0,90.49,84.24,No
1638,20230208.0,5.0,177.0,1.0,Corrective,In Progress,Low,49.0,1.8,1.44,410.8,68.37,479.17,1.8,26.74,95.1,93.79,87.01,No
1639,20230208.0,5.0,192.0,1.0,Corrective,Scheduled,Medium,48.0,1.36,1.6,438.66,105.23,543.89,1.36,31.0,95.2,89.66,90.25,No
1640,20230208.0,3.0,170.0,1.0,Preventive,Completed,Critical,5.0,0.75,0.66,669.28,52.05,721.33,0.75,7.45,99.5,95.65,97.03,No
1641,20230208.0,6.0,71.0,1.0,Predictive,Scheduled,Medium,43.0,2.54,2.67,254.29,226.25,480.54,2.54,33.77,95.7,90.91,95.39,No
1642,20230208.0,1.0,84.0,1.0,Corrective,In Progress,Medium,58.0,2.76,2.64,1232.56,121.63,1354.19,2.76,13.87,94.2,91.26,89.42,No
1643,20230208.0,7.0,113.0,2.0,Corrective,Scheduled,Critical,57.0,3.25,3.86,649.41,311.62,961.03,3.25,15.53,94.3,89.65,86.64,No
1644,20230208.0,9.0,175.0,2.0,Predictive,Completed,Medium,32.0,1.6,1.67,887.66,115.46,1003.12,1.6,7.89,96.8,92.38,93.37,No
1645,20230208.0,8.0,53.0,2.0,Preventive,Scheduled,Medium,15.0,1.32,1.28,703.07,107.37,810.44,1.32,13.25,98.5,93.04,93.14,No
1646,20230208.0,11.0,81.0,2.0,Preventive,Completed,Critical,47.0,2.26,2.26,699.4,170.81,870.21,2.26,30.55,95.3,93.54,90.6,Yes
1647,20230208.0,10.0,143.0,2.0,Preventive,In Progress,Critical,49.0,1.63,1.56,455.76,122.95,578.71,1.63,26.64,95.1,92.03,99.65,No
1648,20230208.0,10.0,164.0,2.0,Corrective,Completed,Medium,12.0,3.01,3.33,562.81,184.25,747.06,3.01,15.21,98.8,93.86,85.1,No
1649,20230208.0,11.0,113.0,2.0,Preventive,Scheduled,High,47.0,3.73,4.42,710.9,372.6,1083.5,3.73,9.49,95.3,90.35,89.98,Yes
1650,20230208.0,9.0,52.0,2.0,Corrective,Scheduled,High,22.0,1.5,1.29,660.94,92.64,753.58,1.5,21.34,97.8,92.69,96.11,No
1651,20230208.0,9.0,186.0,2.0,Corrective,Scheduled,Critical,27.0,1.96,1.86,838.32,129.67,967.99,1.96,27.34,97.3,92.49,93.79,No
1652,20230208.0,12.0,29.0,3.0,Preventive,Completed,Low,51.0,3.51,3.15,1184.5,156.21,1340.71,3.51,3.68,94.9,91.09,95.35,No
1653,20230208.0,13.0,62.0,3.0,Preventive,Completed,Critical,30.0,2.21,2.05,862.6,170.13,1032.73,2.21,22.09,97.0,94.35,93.87,Yes
1654,20230208.0,15.0,90.0,3.0,Emergency,Completed,High,16.0,1.2,1.28,391.21,72.29,463.5,1.2,21.17,98.4,95.3,85.84,No
1655,20230208.0,16.0,62.0,3.0,Predictive,Completed,Critical,42.0,3.03,3.38,349.45,195.15,544.6,3.03,15.34,95.8,93.88,98.16,Yes
1656,20230208.0,15.0,20.0,3.0,Emergency,Scheduled,Medium,15.0,3.19,2.89,207.93,218.65,426.58,3.19,31.58,98.5,94.21,89.3,Yes
1657,20230208.0,12.0,137.0,3.0,Predictive,Completed,Critical,53.0,2.86,2.8,849.37,216.14,1065.51,2.86,3.77,94.7,92.82,97.88,Yes
1658,20230208.0,13.0,20.0,3.0,Predictive,Completed,Medium,29.0,3.42,3.65,328.36,290.81,619.17,3.42,15.53,97.1,91.93,92.03,No
1659,20230208.0,12.0,12.0,3.0,Preventive,Scheduled,Critical,59.0,2.91,3.2,787.05,265.17,1052.22,2.91,9.7,94.1,90.96,94.33,No
1660,20230208.0,17.0,49.0,4.0,Emergency,Scheduled,Critical,29.0,1.52,1.32,613.57,84.95,698.52,1.52,5.65,97.1,94.2,93.39,No
1661,20230208.0,18.0,68.0,4.0,Predictive,Completed,Medium,23.0,2.57,2.09,699.16,152.19,851.35,2.57,35.52,97.7,94.45,90.73,No
1662,20230208.0,18.0,158.0,4.0,Predictive,In Progress,Medium,17.0,3.14,3.37,669.06,245.78,914.84,3.14,14.78,98.3,92.97,86.24,No
1663,20230208.0,17.0,68.0,4.0,Preventive,Scheduled,Low,5.0,0.66,0.66,773.06,44.96,818.02,0.66,11.7,99.5,94.69,88.41,No
1664,20230208.0,17.0,119.0,4.0,Emergency,Completed,Low,51.0,2.23,1.8,517.39,139.14,656.53,2.23,10.22,94.9,90.55,85.88,No
1665,20230208.0,18.0,68.0,4.0,Predictive,Scheduled,Critical,27.0,0.95,0.92,496.24,55.96,552.2,0.95,14.79,97.3,94.7,90.45,No
1666,20230208.0,18.0,27.0,4.0,Predictive,In Progress,Low,60.0,2.98,3.48,661.25,168.99,830.24,2.98,30.85,94.0,90.17,95.23,Yes
1667,20230208.0,23.0,35.0,5.0,Emergency,Scheduled,Medium,43.0,1.27,1.14,308.76,61.36,370.12,1.27,13.57,95.7,92.78,82.9,No
1668,20230208.0,22.0,89.0,5.0,Predictive,Completed,Low,50.0,3.74,3.65,266.05,256.96,523.01,3.74,25.59,95.0,89.95,97.07,No
1669,20230208.0,23.0,33.0,5.0,Corrective,In Progress,High,38.0,2.87,2.98,480.58,155.47,636.05,2.87,19.29,96.2,91.2,81.93,No
1670,20230208.0,23.0,132.0,5.0,Emergency,In Progress,High,12.0,1.29,1.07,308.46,60.56,369.02,1.29,25.93,98.8,97.07,93.88,No
1671,20230208.0,25.0,16.0,6.0,Predictive,Scheduled,High,26.0,1.97,1.92,483.01,111.78,594.79,1.97,9.97,97.4,95.94,87.26,No
1672,20230208.0,26.0,44.0,6.0,Predictive,In Progress,Critical,53.0,3.35,3.74,426.68,186.45,613.13,3.35,19.74,94.7,91.88,91.51,No
1673,20230208.0,26.0,133.0,6.0,Corrective,Completed,Low,44.0,1.95,2.01,405.44,123.41,528.85,1.95,4.75,95.6,93.49,89.66,No
1674,20230208.0,27.0,24.0,6.0,Preventive,Completed,Medium,44.0,2.72,2.72,229.53,201.06,430.59,2.72,33.49,95.6,90.91,87.83,No
1675,20230208.0,30.0,56.0,7.0,Preventive,In Progress,High,36.0,1.36,1.09,555.04,73.95,628.99,1.36,10.91,96.4,93.95,86.41,No
1676,20230208.0,31.0,92.0,7.0,Corrective,Completed,Medium,19.0,1.57,1.79,258.23,101.1,359.33,1.57,41.21,98.1,94.24,92.16,No
1677,20230208.0,29.0,173.0,7.0,Preventive,Completed,Medium,43.0,1.24,1.14,499.01,89.98,588.99,1.24,17.08,95.7,90.26,91.26,No
1678,20230208.0,29.0,116.0,7.0,Predictive,Scheduled,Critical,29.0,3.23,3.71,264.38,282.52,546.9,3.23,11.46,97.1,95.47,92.73,No
1679,20230208.0,36.0,159.0,8.0,Corrective,Completed,High,44.0,1.71,1.77,265.14,139.09,404.23,1.71,71.04,95.6,92.52,84.41,Yes
1680,20230208.0,35.0,72.0,8.0,Preventive,Completed,High,20.0,2.6,2.65,153.23,193.0,346.23,2.6,35.11,98.0,93.2,86.71,No
1681,20230209.0,4.0,192.0,1.0,Emergency,In Progress,Medium,39.0,3.38,2.96,557.03,243.64,800.67,3.38,21.35,96.1,90.49,85.54,No
1682,20230209.0,6.0,84.0,1.0,Preventive,Completed,High,13.0,1.38,1.22,264.97,69.6,334.57,1.38,26.0,98.7,96.3,87.91,No
1683,20230209.0,1.0,100.0,1.0,Emergency,In Progress,High,20.0,2.61,3.02,917.09,169.79,1086.88,2.61,15.74,98.0,96.82,83.07,Yes
1684,20230209.0,5.0,121.0,1.0,Preventive,Completed,Medium,9.0,0.81,0.73,836.16,41.67,877.83,0.81,27.13,99.1,93.44,87.8,No
1685,20230209.0,2.0,134.0,1.0,Corrective,Completed,Medium,59.0,3.52,3.67,588.28,222.53,810.81,3.52,6.44,94.1,91.99,90.11,No
1686,20230209.0,3.0,102.0,1.0,Corrective,Completed,Low,46.0,2.57,2.21,921.8,100.27,1022.07,2.57,3.68,95.4,91.25,97.42,Yes
1687,20230209.0,3.0,185.0,1.0,Emergency,In Progress,Low,27.0,1.52,1.35,509.03,86.05,595.08,1.52,4.76,97.3,94.83,94.49,No
1688,20230209.0,7.0,85.0,2.0,Corrective,In Progress,High,38.0,2.23,2.16,1009.52,149.88,1159.4,2.23,9.6,96.2,94.34,92.74,Yes
1689,20230209.0,11.0,85.0,2.0,Corrective,Completed,Low,55.0,1.94,1.61,670.79,131.07,801.86,1.94,28.27,94.5,91.46,92.81,No
1690,20230209.0,10.0,178.0,2.0,Preventive,In Progress,Medium,58.0,2.01,2.18,810.7,109.59,920.29,2.01,7.73,94.2,89.94,86.08,Yes
1691,20230209.0,11.0,146.0,2.0,Predictive,Scheduled,Critical,8.0,3.03,3.23,277.53,152.08,429.61,3.03,16.82,99.2,95.43,89.95,No
1692,20230209.0,10.0,183.0,2.0,Preventive,Scheduled,Medium,33.0,2.87,3.4,739.86,217.78,957.64,2.87,21.55,96.7,93.29,97.37,No
1693,20230209.0,10.0,66.0,2.0,Corrective,In Progress,Low,47.0,3.6,2.95,459.06,196.66,655.72,3.6,18.86,95.3,93.97,83.68,No
1694,20230209.0,9.0,3.0,2.0,Predictive,Scheduled,Medium,26.0,1.38,1.28,307.27,106.54,413.81,1.38,22.32,97.4,93.23,83.56,No
1695,20230209.0,11.0,85.0,2.0,Preventive,Completed,Low,58.0,3.83,3.81,529.87,240.24,770.11,3.83,29.36,94.2,88.91,92.3,No
1696,20230209.0,7.0,25.0,2.0,Preventive,In Progress,Low,48.0,1.6,1.57,786.49,85.45,871.94,1.6,9.59,95.2,92.76,92.71,Yes
1697,20230209.0,16.0,166.0,3.0,Predictive,Completed,High,15.0,2.91,2.89,845.59,222.29,1067.88,2.91,23.02,98.5,95.54,89.27,No
1698,20230209.0,13.0,29.0,3.0,Corrective,Completed,Critical,48.0,3.14,3.64,354.39,178.65,533.04,3.14,7.92,95.2,93.8,96.42,No
1699,20230209.0,13.0,149.0,3.0,Emergency,Completed,Medium,7.0,1.07,0.87,862.87,44.36,907.23,1.07,6.43,99.3,94.22,85.55,No
1700,20230209.0,14.0,160.0,3.0,Predictive,Scheduled,Critical,54.0,3.25,2.6,566.05,137.33,703.38,3.25,30.78,94.6,90.32,88.7,Yes
1701,20230209.0,14.0,153.0,3.0,Predictive,Completed,High,59.0,2.75,2.84,441.7,158.58,600.28,2.75,4.85,94.1,89.24,100.0,No
1702,20230209.0,12.0,137.0,3.0,Corrective,Scheduled,High,27.0,1.42,1.52,849.54,106.33,955.87,1.42,18.34,97.3,93.39,96.64,No
1703,20230209.0,13.0,90.0,3.0,Preventive,In Progress,Low,22.0,1.9,1.72,587.6,111.66,699.26,1.9,11.32,97.8,92.77,87.18,No
1704,20230209.0,14.0,20.0,3.0,Corrective,Scheduled,High,55.0,3.63,3.41,294.81,263.87,558.68,3.63,7.92,94.5,91.92,91.41,No
1705,20230209.0,18.0,194.0,4.0,Emergency,Completed,Critical,46.0,1.56,1.45,650.99,119.13,770.12,1.56,18.0,95.4,89.88,89.14,No
1706,20230209.0,17.0,49.0,4.0,Preventive,In Progress,Critical,42.0,1.81,1.93,832.41,136.7,969.11,1.81,7.84,95.8,93.03,90.08,No
1707,20230209.0,18.0,23.0,4.0,Corrective,Scheduled,Low,21.0,1.04,1.11,527.99,51.15,579.14,1.04,26.18,97.9,93.69,88.16,Yes
1708,20230209.0,17.0,191.0,4.0,Corrective,Completed,Medium,37.0,1.23,1.27,859.13,68.55,927.68,1.23,24.07,96.3,90.83,88.3,No
1709,20230209.0,17.0,99.0,4.0,Emergency,Scheduled,Critical,58.0,3.42,3.25,481.33,232.41,713.74,3.42,24.73,94.2,91.9,89.37,No
1710,20230209.0,17.0,194.0,4.0,Emergency,In Progress,High,6.0,3.08,2.83,285.74,213.79,499.53,3.08,6.36,99.4,95.06,88.89,Yes
1711,20230209.0,19.0,158.0,4.0,Emergency,Scheduled,Critical,23.0,2.76,3.13,461.33,146.18,607.51,2.76,20.75,97.7,94.62,89.12,No
1712,20230209.0,21.0,89.0,5.0,Predictive,Scheduled,Low,6.0,1.21,1.12,565.38,83.41,648.79,1.21,11.52,99.4,95.43,98.82,No
1713,20230209.0,23.0,197.0,5.0,Corrective,Completed,Medium,55.0,2.91,3.17,267.53,226.15,493.68,2.91,10.25,94.5,89.5,89.71,No
1714,20230209.0,22.0,131.0,5.0,Predictive,Scheduled,Critical,51.0,1.81,1.67,242.62,94.14,336.76,1.81,24.37,94.9,91.73,85.77,Yes
1715,20230209.0,21.0,33.0,5.0,Corrective,In Progress,High,41.0,3.53,4.12,749.79,327.44,1077.23,3.53,21.61,95.9,90.58,86.84,No
1716,20230209.0,28.0,142.0,6.0,Emergency,In Progress,Critical,38.0,2.57,2.6,542.36,170.42,712.78,2.57,11.31,96.2,93.97,87.54,No
1717,20230209.0,28.0,171.0,6.0,Corrective,Scheduled,Critical,22.0,0.92,0.99,295.73,44.63,340.36,0.92,5.17,97.8,96.51,95.04,No
1718,20230209.0,27.0,50.0,6.0,Preventive,In Progress,Medium,28.0,1.44,1.21,311.75,56.7,368.45,1.44,36.77,97.2,92.68,90.0,No
1719,20230209.0,25.0,181.0,6.0,Emergency,Completed,Critical,31.0,3.33,3.79,698.84,270.6,969.44,3.33,17.16,96.9,94.05,84.22,No
1720,20230209.0,25.0,80.0,6.0,Corrective,Completed,Critical,33.0,2.94,3.45,863.3,179.72,1043.02,2.94,16.95,96.7,95.2,99.57,No
1721,20230209.0,30.0,116.0,7.0,Corrective,In Progress,Critical,48.0,2.32,2.55,389.9,179.52,569.42,2.32,39.56,95.2,94.07,96.79,No
1722,20230209.0,31.0,189.0,7.0,Corrective,Completed,Medium,10.0,0.93,0.91,243.6,69.23,312.83,0.93,7.54,99.0,93.43,89.09,No
1723,20230209.0,37.0,124.0,8.0,Emergency,In Progress,Low,16.0,1.01,1.03,234.57,86.35,320.92,1.01,32.12,98.4,93.42,93.16,Yes
1724,20230209.0,34.0,51.0,8.0,Preventive,Scheduled,Low,50.0,2.35,2.72,230.72,132.73,363.45,2.35,12.75,95.0,92.89,97.26,No
1725,20230209.0,33.0,55.0,8.0,Emergency,Scheduled,Low,6.0,2.74,3.08,224.1,147.85,371.95,2.74,13.55,99.4,96.45,94.7,Yes
1726,20230210.0,5.0,138.0,1.0,Corrective,Scheduled,Low,27.0,1.83,1.9,589.84,126.03,715.87,1.83,10.99,97.3,94.83,94.05,No
1727,20230210.0,5.0,84.0,1.0,Corrective,Scheduled,High,57.0,3.93,4.44,334.65,269.2,603.85,3.93,14.29,94.3,93.14,87.79,No
1728,20230210.0,5.0,165.0,1.0,Predictive,In Progress,Medium,9.0,2.09,1.75,437.59,93.04,530.63,2.09,21.03,99.1,96.09,86.44,No
1729,20230210.0,4.0,127.0,1.0,Emergency,In Progress,Critical,32.0,2.54,2.71,707.23,122.93,830.16,2.54,14.3,96.8,92.43,87.16,Yes
1730,20230210.0,6.0,54.0,1.0,Emergency,Completed,Low,42.0,1.56,1.63,425.76,137.8,563.56,1.56,14.64,95.8,93.71,91.42,No
1731,20230210.0,1.0,54.0,1.0,Emergency,In Progress,Low,28.0,2.35,2.44,672.04,176.14,848.18,2.35,7.13,97.2,93.08,91.72,No
1732,20230210.0,4.0,100.0,1.0,Predictive,Completed,Critical,42.0,3.58,3.14,693.62,204.61,898.23,3.58,10.93,95.8,92.02,83.7,No
1733,20230210.0,9.0,183.0,2.0,Predictive,Completed,Medium,38.0,2.97,3.01,642.59,255.52,898.11,2.97,10.71,96.2,93.24,91.8,No
1734,20230210.0,9.0,117.0,2.0,Corrective,In Progress,Medium,14.0,2.39,2.4,548.26,108.95,657.21,2.39,26.67,98.6,93.27,93.61,Yes
1735,20230210.0,8.0,164.0,2.0,Predictive,In Progress,Low,44.0,3.64,2.97,621.16,199.33,820.49,3.64,22.37,95.6,89.95,85.81,No
1736,20230210.0,9.0,60.0,2.0,Predictive,Scheduled,Medium,33.0,2.98,2.38,876.54,161.66,1038.2,2.98,8.26,96.7,94.12,93.69,No
1737,20230210.0,9.0,106.0,2.0,Preventive,Completed,Critical,19.0,2.36,2.58,458.1,204.3,662.4,2.36,27.38,98.1,94.93,83.71,No
1738,20230210.0,7.0,85.0,2.0,Preventive,Scheduled,High,15.0,2.72,3.17,390.16,169.64,559.8,2.72,15.91,98.5,96.14,96.32,No
1739,20230210.0,16.0,31.0,3.0,Emergency,Scheduled,High,6.0,2.21,1.78,1055.7,105.55,1161.25,2.21,9.51,99.4,96.21,92.77,No
1740,20230210.0,16.0,90.0,3.0,Corrective,In Progress,Low,58.0,2.55,2.62,699.53,168.19,867.72,2.55,18.55,94.2,88.64,81.63,No
1741,20230210.0,12.0,137.0,3.0,Predictive,In Progress,Medium,10.0,0.74,0.78,575.78,46.72,622.5,0.74,14.61,99.0,93.3,94.1,No
1742,20230210.0,12.0,75.0,3.0,Predictive,Completed,High,19.0,2.32,2.73,752.82,152.8,905.62,2.32,8.65,98.1,94.28,91.32,No
1743,20230210.0,13.0,149.0,3.0,Corrective,In Progress,Critical,52.0,3.72,3.54,815.43,177.15,992.58,3.72,11.44,94.8,90.74,84.98,No
1744,20230210.0,19.0,23.0,4.0,Emergency,Completed,High,55.0,3.34,2.92,538.42,145.99,684.41,3.34,6.3,94.5,89.94,93.32,No
1745,20230210.0,17.0,194.0,4.0,Predictive,Completed,Low,42.0,2.45,2.43,544.38,161.95,706.33,2.45,20.01,95.8,91.61,89.18,No
1746,20230210.0,18.0,108.0,4.0,Predictive,Completed,Low,16.0,2.89,3.26,482.53,187.46,669.99,2.89,20.49,98.4,92.9,82.36,No
1747,20230210.0,18.0,68.0,4.0,Preventive,Scheduled,Critical,38.0,1.55,1.75,668.73,82.69,751.42,1.55,28.47,96.2,92.32,92.01,Yes
1748,20230210.0,21.0,150.0,5.0,Predictive,Scheduled,High,18.0,1.39,1.55,424.54,129.88,554.42,1.39,13.78,98.2,94.4,84.49,No
1749,20230210.0,24.0,83.0,5.0,Predictive,Completed,Critical,20.0,2.61,2.42,250.41,126.42,376.83,2.61,39.26,98.0,92.95,89.69,No
1750,20230210.0,22.0,91.0,5.0,Predictive,In Progress,Low,47.0,1.57,1.57,459.52,109.27,568.79,1.57,19.21,95.3,89.84,89.01,Yes
1751,20230210.0,24.0,111.0,5.0,Emergency,Scheduled,High,19.0,1.46,1.43,231.54,77.52,309.06,1.46,24.89,98.1,93.27,98.81,No
1752,20230210.0,24.0,155.0,5.0,Predictive,In Progress,Medium,12.0,0.98,1.09,296.82,64.59,361.41,0.98,21.76,98.8,96.85,95.0,No
1753,20230210.0,21.0,111.0,5.0,Corrective,Completed,Medium,54.0,1.49,1.33,705.57,61.46,767.03,1.49,7.45,94.6,91.43,96.35,Yes
1754,20230210.0,28.0,171.0,6.0,Emergency,Scheduled,Critical,37.0,2.18,1.78,451.96,118.19,570.15,2.18,10.54,96.3,94.92,90.28,No
1755,20230210.0,25.0,142.0,6.0,Emergency,In Progress,Medium,25.0,1.41,1.29,657.3,67.54,724.84,1.41,20.0,97.5,93.18,88.26,No
1756,20230210.0,28.0,97.0,6.0,Predictive,In Progress,Critical,36.0,3.42,3.73,456.14,288.07,744.21,3.42,21.21,96.4,91.11,93.75,Yes
1757,20230210.0,25.0,78.0,6.0,Preventive,In Progress,Medium,15.0,1.22,1.11,539.43,53.84,593.27,1.22,15.13,98.5,96.25,95.73,No
1758,20230210.0,31.0,18.0,7.0,Preventive,Scheduled,Low,51.0,1.87,1.79,339.8,121.76,461.56,1.87,49.71,94.9,92.19,96.41,No
1759,20230210.0,29.0,173.0,7.0,Predictive,Completed,Low,54.0,3.12,2.64,481.46,177.31,658.77,3.12,20.19,94.6,91.66,89.92,No
1760,20230210.0,29.0,115.0,7.0,Predictive,Scheduled,Critical,15.0,2.51,2.55,418.9,168.0,586.9,2.51,33.65,98.5,93.43,91.86,No
1761,20230210.0,30.0,73.0,7.0,Corrective,Scheduled,Low,26.0,2.39,2.33,413.44,186.57,600.01,2.39,37.31,97.4,95.89,96.3,No
1762,20230210.0,34.0,21.0,8.0,Corrective,In Progress,Medium,38.0,3.24,2.66,141.58,166.63,308.21,3.24,46.97,96.2,93.94,89.26,Yes
1763,20230210.0,36.0,32.0,8.0,Predictive,In Progress,Low,19.0,2.41,2.8,220.22,135.18,355.4,2.41,10.91,98.1,93.82,87.86,No
1764,20230210.0,34.0,32.0,8.0,Preventive,Completed,Medium,55.0,3.39,3.79,157.56,245.8,403.36,3.39,65.34,94.5,91.3,86.54,Yes
1765,20230211.0,6.0,86.0,1.0,Emergency,Scheduled,Low,37.0,2.71,2.4,466.42,180.19,646.61,2.71,31.88,96.3,91.07,88.57,No
1766,20230211.0,4.0,11.0,1.0,Preventive,In Progress,Critical,43.0,1.9,2.22,671.98,178.71,850.69,1.9,4.29,95.7,93.76,98.0,No
1767,20230211.0,6.0,156.0,1.0,Preventive,Scheduled,High,43.0,2.66,2.52,285.38,200.23,485.61,2.66,34.28,95.7,92.76,82.35,No
