ProductionID,DateKey,PlantKey,MachineKey,EmployeeKey,ProductKey,ShiftKey,ProductionHours,MachineUtilizationPct,DowntimeMinutes,QuantityProduced,GoodQuantity,RejectedQuantity,DefectRatePct,OEE,UnitCost,UnitPrice,GrossRevenue,ProductionCost,DowntimeCost,LaborCost,ScrapCost,TotalCost,Profit,ProfitMarginPct,CostPerGoodUnit
1964,20230215,6,27,97,19,1,7.44,96.54,21,97,96,1,1.17,91.05,18,39,3744,1746,210.18,336.89,18,2311.07,1432.93,38.27,24.07
1965,20230215,6,25,79,20,1,6.54,89.53,52,75,74,1,1.6,76.63,26,59,4366,1950,538.78,264.67,26,2779.44,1586.56,36.34,37.56
1966,20230215,6,25,142,20,2,7.07,87.91,38,74,72,2,2.36,77.87,26,59,4248,1924,455.89,315.02,52,2746.9,1501.1,35.34,38.15
1967,20230215,6,25,80,19,1,7.85,83.47,9,87,86,1,1.61,80.93,18,39,3354,1566,78.98,349.49,18,2012.47,1341.53,40,23.4
1968,20230215,7,32,116,21,2,7.16,91.88,56,56,55,1,1.74,78.48,15,35,1925,840,732.58,275.2,15,1862.79,62.21,3.23,33.87
1969,20230215,7,32,101,21,2,7.85,82.67,25,60,59,1,1.96,76.98,15,35,2065,900,276.44,394.09,15,1585.53,479.47,23.22,26.87
1970,20230215,7,29,101,21,2,7.24,91.49,41,50,49,1,1.78,81.2,15,35,1715,750,484.55,363.47,15,1613.02,101.98,5.95,32.92
1971,20230215,8,34,55,22,3,6.84,74.98,11,50,48,2,3.24,70.05,34,79,3792,1700,126.27,277.04,68,2171.3,1620.7,42.74,45.24
1972,20230216,1,1,84,4,3,6.84,76.46,47,272,264,8,2.96,65.71,176,329,86856,47872,499.67,323.75,1408,50103.42,36752.58,42.31,189.79
1973,20230216,1,4,177,2,3,7.39,81.24,22,239,231,8,3.18,74.62,108,199,45969,25812,262.32,166.14,864,27104.46,18864.54,41.04,117.34
1974,20230216,1,3,127,3,1,7.06,84.32,52,285,280,5,1.63,72.67,132,249,69720,37620,550.34,237.85,660,39068.18,30651.82,43.96,139.53
1975,20230216,1,6,198,2,1,7.08,82.77,17,362,354,8,2.08,77.7,108,199,70446,39096,221.38,356.84,864,40538.22,29907.78,42.45,114.51
1976,20230216,1,2,170,5,1,6.55,94.72,15,297,292,5,1.6,89.57,248,449,131108,73656,213.71,363.76,1240,75473.48,55634.52,42.43,258.47
1977,20230216,1,5,134,2,1,7.23,87.5,45,230,226,4,1.69,77.06,108,199,44974,24840,619.79,359.72,432,26251.51,18722.49,41.63,116.16
1978,20230216,1,4,129,2,3,7.99,80.33,21,269,261,8,3,74.53,108,199,51939,29052,255.1,384.99,864,30556.09,21382.91,41.17,117.07
1979,20230216,1,6,86,5,1,7.48,90.23,26,385,379,6,1.56,83.68,248,449,170171,95480,232.93,185.85,1488,97386.78,72784.22,42.77,256.96
1980,20230216,1,3,100,4,1,7.71,89.8,40,267,261,6,2.16,80.19,176,329,85869,46992,546.57,271.28,1056,48865.85,37003.15,43.09,187.23
1981,20230216,2,9,188,6,3,6.89,85.06,32,197,191,6,2.94,76.09,215,399,76209,42355,467.34,344.09,1290,44456.43,31752.57,41.67,232.76
1982,20230216,2,8,25,8,3,6.84,80.39,12,196,190,6,3.21,75.65,365,699,132810,71540,145.68,195.21,2190,74070.89,58739.11,44.23,389.85
1983,20230216,2,9,52,7,3,7.81,78.22,32,222,216,6,2.61,70.91,188,349,75384,41736,372.05,441.08,1128,43677.13,31706.87,42.06,202.21
1984,20230216,2,11,66,7,1,7.1,97.06,37,241,237,4,1.78,87.16,188,349,82713,45308,375.71,390.33,752,46826.04,35886.96,43.39,197.58
1985,20230216,2,8,3,6,3,6.8,84.52,38,184,178,6,3.31,74.15,215,399,71022,39560,497.59,291.13,1290,41638.72,29383.28,41.37,233.93
1986,20230216,2,11,188,6,1,7.29,94.8,28,297,292,5,1.6,87.24,215,399,116508,63855,255.49,364.06,1075,65549.55,50958.45,43.74,224.48
1987,20230216,3,13,20,11,2,7.52,88.47,59,119,116,3,2.36,74.96,148,299,34684,17612,566.05,253.13,444,18875.19,15808.81,45.58,162.72
1988,20230216,3,13,149,10,3,7.91,82.58,59,104,100,4,3.46,69.53,510,899,89900,53040,546.9,381.59,2040,56008.48,33891.52,37.7,560.08
1989,20230216,3,15,62,10,1,7.08,90.35,31,206,203,3,1.62,82.54,510,899,182497,105060,302.42,148.43,1530,107040.85,75456.15,41.35,527.29
1990,20230216,3,14,29,11,2,7.58,83.33,9,95,93,2,2.27,79.96,148,299,27807,14060,95.85,431.29,296,14883.14,12923.86,46.48,160.03
1991,20230216,3,14,31,12,3,7.88,82.63,9,92,89,3,2.76,78.41,890,1499,133411,81880,109.18,324.06,2670,84983.24,48427.76,36.3,954.87
1992,20230216,3,13,29,9,2,7.22,81.18,56,126,123,3,2.13,69,240,449,55227,30240,466.06,410.81,720,31836.87,23390.13,42.35,258.84
1993,20230216,4,18,194,14,2,7.13,87.8,20,65,63,2,2.42,81.12,1880,3399,214137,122200,260.14,329.78,3760,126549.93,87587.07,40.9,2008.73
1994,20230216,4,18,108,13,1,6.71,88.42,51,57,56,1,1.59,75.86,1350,2499,139944,76950,750.53,184.07,1350,79234.6,60709.4,43.38,1414.9
1995,20230216,4,18,68,15,3,7.17,83.48,53,62,60,2,2.71,70.83,2450,4399,263940,151900,767.47,212.09,4900,157779.57,106160.43,40.22,2629.66
1996,20230216,4,17,174,14,3,6.97,75.28,45,74,72,2,2.61,65.36,1880,3399,244728,139120,496.93,201.03,3760,143577.96,101150.04,41.33,1994.14
1997,20230216,4,20,114,15,1,7.73,90.66,44,87,86,1,1.23,81.12,2450,4399,378314,213150,597,297.08,2450,216494.08,161819.92,42.77,2517.37
1998,20230216,5,23,87,16,3,7.92,74.39,58,147,142,5,3.33,63.09,620,1199,170258,91140,555.12,213.15,3100,95008.27,75249.73,44.2,669.07
1999,20230216,5,24,150,16,1,7.38,96.02,49,154,151,3,1.99,83.73,620,1199,181049,95480,659.12,385.62,1860,98384.74,82664.26,45.66,651.55
2000,20230216,5,23,67,16,2,7.28,80.08,51,121,118,3,2.25,68.98,620,1199,141482,75020,650.88,276.7,1860,77807.57,63674.43,45.01,659.39
2001,20230216,5,23,69,16,3,7.8,83.37,58,151,147,4,2.91,71.1,620,1199,176253,93620,843.88,306.96,2480,97250.84,79002.16,44.82,661.57
2002,20230216,6,25,167,19,2,6.66,90.55,58,75,74,1,1.85,76.38,18,39,2886,1350,847.31,379.45,18,2594.76,291.24,10.09,35.06
2003,20230216,6,27,167,20,2,7.26,85.17,58,83,81,2,1.83,72.05,26,59,4779,2158,666.61,413.64,52,3290.25,1488.75,31.15,40.62
2004,20230216,6,25,7,19,2,6.65,91.1,20,74,72,2,2.45,84.19,18,39,2808,1332,163.12,222.69,36,1753.81,1054.19,37.54,24.36
2005,20230216,6,28,171,19,1,6.9,97.96,57,76,75,1,1.34,83.36,18,39,2925,1368,612.01,404.59,18,2402.6,522.4,17.86,32.03
2006,20230216,7,32,135,21,3,7.28,87.12,29,50,48,2,3.45,78.08,15,35,1680,750,240.51,285.15,30,1305.66,374.34,22.28,27.2
2007,20230216,7,29,126,21,1,6.64,97.47,20,50,49,1,2.08,90.73,15,35,1715,750,244.39,367.94,15,1377.33,337.67,19.69,28.11
2008,20230216,7,32,190,21,3,7.09,84.52,27,54,52,2,3.04,76.22,15,35,1820,810,330.34,144.71,30,1315.05,504.95,27.74,25.29
2009,20230216,7,32,126,21,2,7.8,79.29,30,55,54,1,2,72.86,15,35,1890,825,440.19,432.22,15,1712.41,177.59,9.4,31.71
2010,20230216,8,36,21,22,3,6.82,76.4,45,50,49,1,2.99,66.64,34,79,3871,1700,603.31,204.24,34,2541.55,1329.45,34.34,51.87
2011,20230216,8,35,120,22,1,7.7,93.66,59,50,50,0,1,81.7,34,79,3950,1700,526.54,228.73,0,2455.27,1494.73,37.84,49.11
2012,20230216,8,38,105,22,2,7.03,93.55,22,50,49,1,2.44,86.9,34,79,3871,1700,284.55,280.41,34,2298.96,1572.04,40.61,46.92
2013,20230217,1,4,185,5,2,7.99,82.76,55,260,255,5,1.97,71.86,248,449,114495,64480,751.59,244.18,1240,66715.77,47779.23,41.73,261.63
2014,20230217,1,5,170,1,3,6.98,79.58,27,245,238,7,2.75,72.32,82,149,35462,20090,339.38,387.65,574,21391.03,14070.97,39.68,89.88
2015,20230217,1,4,28,3,1,7,91.86,52,216,212,4,1.89,79,132,249,52788,28512,670.8,256.9,528,29967.69,22820.31,43.23,141.36
2016,20230217,1,3,98,2,1,6.65,93.55,45,221,217,4,1.99,81.5,108,199,43183,23868,663.47,187.05,432,25150.52,18032.48,41.76,115.9
2017,20230217,1,4,170,2,3,6.78,79.31,21,260,253,7,2.5,73.19,108,199,50347,28080,250.25,376.54,756,29462.79,20884.21,41.48,116.45
2018,20230217,1,3,100,5,2,7.71,92.48,53,252,246,6,2.2,79.93,248,449,110454,62496,534.26,271.28,1488,64789.54,45664.46,41.34,263.37
2019,20230217,1,3,11,1,1,6.67,91.31,37,284,281,3,1,81.99,82,149,41869,23288,452.48,348.06,246,24334.55,17534.45,41.88,86.6
2020,20230217,2,11,66,7,3,7.1,83.82,17,236,229,7,3.14,78.09,188,349,79921,44368,223.48,390.33,1316,46297.81,33623.19,42.07,202.17
2021,20230217,2,11,147,8,3,7.78,75.9,26,320,312,8,2.61,69.88,365,699,218088,116800,376.02,352.24,2920,120448.26,97639.74,44.77,386.05
2022,20230217,2,8,146,7,2,6.66,93.41,57,199,194,5,2.61,78.07,188,349,67706,37412,572.19,295.16,940,39219.35,28486.65,42.07,202.16
2023,20230217,2,11,15,8,2,6.99,82.17,57,242,237,5,2.11,69.54,365,699,165663,88330,569.46,400.34,1825,91124.8,74538.2,44.99,384.49
2024,20230217,2,8,107,6,3,6.54,77.03,49,211,204,7,3.33,65.17,215,399,81396,45365,601.82,153.26,1505,47625.08,33770.92,41.49,233.46
2025,20230217,2,8,175,7,1,7.47,85.46,5,214,210,4,1.89,82.93,188,349,73290,40232,71.13,198.16,752,41253.29,32036.71,43.71,196.44
2026,20230217,2,11,179,6,1,7.76,88.63,40,320,316,4,1.31,80,215,399,126084,68800,486.06,282.49,860,70428.55,55655.45,44.14,222.88
2027,20230217,2,10,66,8,1,7.77,91.29,45,168,166,2,1.44,81.5,365,699,116034,61320,492.75,427.16,730,62969.91,53064.09,45.73,379.34
2028,20230217,3,14,166,12,3,7.7,79.04,56,93,90,3,2.86,67.22,890,1499,134910,82770,616.18,401.64,2670,86457.82,48452.18,35.91,960.64
2029,20230217,3,14,31,9,2,6.98,84.2,49,83,81,2,2.3,72.56,240,449,36369,19920,567.68,287.05,480,21254.74,15114.26,41.56,262.4
2030,20230217,3,13,149,11,3,7.37,75.19,55,111,107,4,3.28,63.47,148,299,31993,16428,470.94,355.54,592,17846.47,14146.53,44.22,166.79
2031,20230217,3,15,149,9,3,6.97,85.42,43,151,146,5,3.36,74.1,240,449,65554,36240,547.46,336.24,1200,38323.7,27230.3,41.54,262.49
2032,20230217,3,16,31,11,2,7.2,87.54,8,151,148,3,1.81,84.21,148,299,44252,22348,78.47,296.1,444,23166.57,21085.43,47.65,156.53
2033,20230217,3,15,153,10,2,7.15,93.36,15,179,176,3,1.58,88.59,510,899,158224,91290,213.9,370.94,1530,93404.84,64819.16,40.97,530.71
2034,20230217,3,16,160,12,2,6.59,84.06,60,141,137,4,2.57,69.28,890,1499,205363,125490,705.78,199.24,3560,129955.01,75407.99,36.72,948.58
2035,20230217,3,14,20,11,1,7.93,86.42,21,109,107,2,1.76,81.09,148,299,31993,16132,237.96,266.94,296,16932.9,15060.1,47.07,158.25
2036,20230217,4,20,158,14,3,7.56,87.38,30,73,71,2,3.24,79.37,1880,3399,241329,137240,430.14,304.77,3760,141734.92,99594.08,41.27,1996.27
2037,20230217,4,19,176,13,2,7.55,83.4,19,148,145,3,1.99,78.28,1350,2499,362355,199800,281.47,288.24,4050,204419.71,157935.29,43.59,1409.79
2038,20230217,4,20,41,13,3,7.65,87.91,42,72,70,2,3.14,77.65,1350,2499,174930,97200,479.47,423.18,2700,100802.65,74127.35,42.38,1440.04
2039,20230217,4,17,130,13,1,7.38,94.39,9,74,73,1,1.45,91.22,1350,2499,182427,99900,103.06,280.06,1350,101633.11,80793.89,44.29,1392.23
2040,20230217,5,22,64,16,2,6.87,87.96,53,112,110,2,2.12,75.28,620,1199,131890,69440,758.17,380.32,1240,71818.49,60071.51,45.55,652.9
2041,20230217,5,21,187,18,1,7.59,87.31,11,156,154,2,1.03,84.11,4,15,2310,624,144.98,274.96,8,1051.94,1258.06,54.46,6.83
2042,20230217,5,24,144,17,3,7.07,80.63,59,140,135,5,3.23,66.94,48,99,13365,6720,801.91,217,240,7978.91,5386.09,40.3,59.1
2043,20230217,5,23,111,17,1,6.77,88.89,21,135,133,2,1.32,83.05,48,99,13167,6480,181.92,159.14,96,6917.06,6249.94,47.47,52.01
2044,20230217,5,23,132,16,1,6.8,87.62,46,130,128,2,1.76,76.55,620,1199,153472,80600,643.98,176.61,1240,82660.59,70811.41,46.14,645.79
2045,20230217,5,24,35,18,2,7.29,79.03,43,126,123,3,2.4,69.56,4,15,1845,504,519.53,386.04,12,1421.57,423.43,22.95,11.56
2046,20230217,6,27,36,20,1,6.75,97.42,38,82,81,1,1.36,87.2,26,59,4779,2132,326.8,352,26,2836.8,1942.2,40.64,35.02
2047,20230217,6,28,78,19,2,6.54,92.62,41,67,66,1,1.9,81.7,18,39,2574,1206,429.07,248.62,18,1901.7,672.3,26.12,28.81
2048,20230217,6,26,44,20,1,7.45,89.97,39,79,78,1,1.49,81.08,26,59,4602,2054,419.93,221.24,26,2721.17,1880.83,40.87,34.89
2049,20230217,6,25,171,20,2,7.87,87.93,41,85,84,1,1.73,79.35,26,59,4956,2210,494.44,461.47,26,3191.91,1764.09,35.6,38
2050,20230217,6,26,139,19,2,6.72,91.3,6,68,67,1,2.18,88.62,18,39,2613,1224,49.42,366.91,18,1658.33,954.67,36.54,24.75
2051,20230217,7,31,73,21,1,6.66,92.93,42,54,53,1,1.14,81.62,15,35,1855,810,624.86,171.44,15,1621.3,233.7,12.6,30.59
2052,20230217,7,32,45,21,1,7.41,97.96,26,56,55,1,1.85,90.58,15,35,1925,840,384.79,178.7,15,1418.48,506.52,26.31,25.79
2053,20230217,7,32,189,21,3,7.17,75.48,40,50,49,1,2.86,67.09,15,35,1715,750,509.5,181.04,15,1455.54,259.46,15.13,29.7
2054,20230217,7,31,18,21,1,6.86,95.08,17,58,57,1,1.38,89.58,15,35,1995,870,207.76,246.01,15,1338.77,656.23,32.89,23.49
2055,20230217,8,33,124,22,2,7.72,92.69,50,50,49,1,1.73,81.03,34,79,3871,1700,660.32,337.27,34,2731.59,1139.41,29.43,55.75
2056,20230218,1,1,177,4,3,7.48,86.93,41,301,292,9,3.11,76.63,176,329,96068,52976,578,168.17,1584,55306.17,40761.83,42.43,189.4
2057,20230218,1,5,121,2,3,7.64,83.06,23,225,219,6,2.89,76.79,108,199,43581,24300,248.28,376.57,648,25572.85,18008.15,41.32,116.77
2058,20230218,1,2,98,2,2,7.92,85.27,32,294,288,6,2.19,77.9,108,199,57312,31752,405.31,222.77,648,33028.08,24283.92,42.37,114.68
2059,20230218,1,1,134,3,2,6.66,87.34,44,270,264,6,2.07,76,132,249,65736,35640,416.57,331.36,792,37179.92,28556.08,43.44,140.83
2060,20230218,1,3,195,3,2,7.53,79.57,58,258,253,5,1.98,68.01,132,249,62997,34056,539.66,349.59,660,35605.25,27391.75,43.48,140.73
2061,20230218,1,3,156,1,1,7.62,91.14,16,267,261,6,2.21,85.97,82,149,38889,21894,212.47,255.09,492,22853.56,16035.44,41.23,87.56
2062,20230218,1,1,145,3,3,6.54,87.72,29,237,228,9,3.69,78.15,132,249,56772,31284,250.52,343.51,1188,33066.03,23705.97,41.76,145.03
2063,20230218,2,10,186,8,3,7.29,76.37,28,180,174,6,3.07,69.1,365,699,121626,65700,410.09,355.5,2190,68655.58,52970.42,43.55,394.57
2064,20230218,2,8,25,7,1,7.19,84.97,19,230,227,3,1.13,80.17,188,349,79223,43240,238.97,205.19,564,44248.16,34974.84,44.15,194.93
2065,20230218,2,8,183,6,1,6.81,92.25,5,198,196,2,1.13,90.2,215,399,78204,42570,49.81,401.27,430,43451.08,34752.92,44.44,221.69
2066,20230218,2,8,40,8,2,7.89,78.79,20,243,238,5,1.87,73.91,365,699,166362,88695,266.31,350.22,1825,91136.54,75225.46,45.22,382.93
2067,20230218,2,8,146,6,2,7.74,84.43,58,213,209,4,2.01,72.5,215,399,83391,45795,626.53,343.02,860,47624.55,35766.45,42.89,227.87
2068,20230218,2,8,95,6,1,7.43,86.13,32,215,211,4,1.69,78.46,215,399,84189,46225,303.3,362.42,860,47750.73,36438.27,43.28,226.31
2069,20230218,3,14,90,9,1,7.54,88.65,31,84,83,1,1.51,81.59,240,449,37267,20160,396.39,349.67,240,21146.06,16120.94,43.26,254.77
2070,20230218,3,15,62,10,1,7.4,92.02,30,184,181,3,1.69,84.4,510,899,162719,93840,268.08,155.14,1530,95793.22,66925.78,41.13,529.24
2071,20230218,3,13,160,11,2,7.53,79.8,12,105,103,2,1.97,76.2,148,299,30797,15540,137.39,227.66,296,16201.05,14595.95,47.39,157.29
2072,20230218,3,12,29,10,2,7.31,81.29,52,123,120,3,2.13,69.9,510,899,107880,62730,440.24,415.93,1530,65116.17,42763.83,39.64,542.63
2073,20230218,3,15,62,9,3,7.3,77.9,41,190,184,6,2.95,68.38,240,449,82616,45600,456.6,153.04,1440,47649.64,34966.36,42.32,258.97
2074,20230218,3,15,31,12,1,7.93,90.88,36,191,187,4,1.92,82.24,890,1499,280313,169990,430.6,326.12,3560,174306.72,106006.28,37.82,932.12
2075,20230218,3,12,137,12,3,7.22,75.4,7,140,136,4,3.1,72.06,890,1499,203864,124600,94.86,176.58,3560,128431.44,75432.56,37,944.35
2076,20230218,4,17,99,15,1,7.15,87.93,52,65,64,1,1.78,76.08,2450,4399,281536,159250,450.66,269.3,2450,162419.96,119116.04,42.31,2537.81
2077,20230218,4,17,196,13,3,7.9,84.84,17,78,75,3,3.54,78.65,1350,2499,187425,105300,206.28,390.02,4050,109946.3,77478.7,41.34,1465.95
2078,20230218,4,19,23,14,3,7.35,87.46,26,140,136,4,2.96,79.95,1880,3399,462264,263200,278.24,416.55,7520,271414.79,190849.21,41.29,1995.7
2079,20230218,4,18,130,15,2,7.19,92.57,8,62,60,2,2.51,87.92,2450,4399,263940,151900,99.75,272.85,4900,157172.6,106767.4,40.45,2619.54
2080,20230218,4,19,174,15,1,6.6,84.94,17,120,118,2,1.6,79.94,2450,4399,519082,294000,208.61,190.36,4900,299298.97,219783.03,42.34,2536.43
2081,20230218,5,21,155,16,2,6.6,82.5,38,118,116,2,1.9,73.32,620,1199,139084,73160,373.07,379.4,1240,75152.47,63931.53,45.97,647.87
2082,20230218,5,22,104,16,1,6.59,92.96,31,112,111,1,1.25,84.91,620,1199,133089,69440,289.01,180.58,620,70529.58,62559.42,47.01,635.4
2083,20230218,5,22,104,17,1,7.06,84.3,11,123,122,1,1.18,81.44,48,99,12078,5904,127.81,193.46,48,6273.27,5804.73,48.06,51.42
2084,20230218,5,24,8,18,1,7.34,95.02,54,144,141,3,1.78,81.63,4,15,2115,576,592.7,418.6,12,1599.29,515.71,24.38,11.34
2085,20230218,5,21,33,17,1,6.53,95.18,35,111,109,2,1.51,85.12,48,99,10791,5328,381.93,341.47,96,6147.4,4643.6,43.03,56.4
2086,20230218,5,24,89,17,3,7.53,79.37,52,164,159,5,2.83,68.09,48,99,15741,7872,619.81,449.78,240,9181.59,6559.41,41.67,57.75
2087,20230218,6,27,80,19,3,7.97,82.97,35,114,111,3,3.03,74.87,18,39,4329,2052,414.87,354.83,54,2875.7,1453.3,33.57,25.91
2088,20230218,6,28,142,20,1,7.82,85.58,23,81,80,1,1.43,80.38,26,59,4720,2106,239.02,348.43,26,2719.45,2000.55,42.38,33.99
2089,20230218,6,28,59,20,1,7.82,87.89,6,78,77,1,1.44,85.65,26,59,4543,2028,65.67,381.5,26,2501.17,2041.83,44.94,32.48
2090,20230218,6,26,16,19,2,7.19,89.64,39,74,72,2,2.45,79.33,18,39,2808,1332,472.48,365.11,36,2205.59,602.41,21.45,30.63
2091,20230218,7,31,45,21,1,7.91,88.74,31,57,56,1,1.82,81.49,15,35,1960,855,252.46,190.76,15,1313.21,646.79,33,23.45
2092,20230218,7,32,88,21,2,7.2,83.91,47,50,49,1,2.47,73.29,15,35,1715,750,524.48,420.51,15,1710,5,0.29,34.9
2093,20230218,7,30,48,21,3,6.83,76.55,17,71,69,2,3.04,71.31,15,35,2415,1065,211.43,322.39,30,1628.81,786.19,32.55,23.61
2094,20230218,8,37,105,22,3,7.85,81.69,53,50,48,2,3.05,69.6,34,79,3792,1700,780.68,313.12,68,2861.79,930.21,24.53,59.62
2095,20230218,8,38,96,22,2,6.82,80.89,11,50,49,1,1.6,77.14,34,79,3871,1700,149.93,151.77,34,2035.7,1835.3,47.41,41.54
2096,20230218,8,35,193,22,2,7.12,81.78,26,50,49,1,2.38,75.27,34,79,3871,1700,328.28,206.64,34,2268.92,1602.08,41.39,46.3
2097,20230219,1,4,138,3,3,7.15,87.38,6,264,257,7,2.57,83.87,132,249,63993,34848,55.21,258.66,924,36085.87,27907.13,43.61,140.41
2098,20230219,1,5,177,3,2,6.76,93.83,48,196,192,4,2.05,81.04,132,249,47808,25872,652.39,151.98,528,27204.37,20603.63,43.1,141.69
2099,20230219,1,6,121,4,1,7.36,94.81,14,373,368,5,1.3,90.57,176,329,121072,65648,207.98,362.77,880,67098.74,53973.26,44.58,182.33
2100,20230219,1,2,192,2,2,6.7,93.02,25,277,271,6,2.24,85.35,108,199,53929,29916,224.72,177.89,648,30966.6,22962.4,42.58,114.27
2101,20230219,1,5,192,5,3,7.44,74.31,11,229,221,8,3.66,69.95,248,449,99229,56792,153.5,197.53,1984,59127.04,40101.96,40.41,267.54
2102,20230219,1,1,11,3,1,7.88,95.91,26,388,381,7,1.68,89,132,249,94869,51216,246.65,411.21,924,52797.86,42071.14,44.35,138.58
2103,20230219,1,3,71,1,2,7.62,93.43,24,333,327,6,1.68,86.93,82,149,48723,27306,304.84,403.06,492,28505.9,20217.1,41.49,87.17
2104,20230219,1,5,100,4,2,7.38,91.44,35,203,197,6,2.72,81.72,176,329,64813,35728,476.72,259.67,1056,37520.39,27292.61,42.11,190.46
2105,20230219,2,9,25,8,2,7.7,81.17,14,202,199,3,1.62,77.54,365,699,139101,73730,170.35,219.75,1095,75215.1,63885.9,45.93,377.97
2106,20230219,2,11,161,6,1,6.74,90.84,35,270,266,4,1.46,81.75,215,399,106134,58050,487.96,227.47,860,59625.44,46508.56,43.82,224.16
2107,20230219,2,8,40,8,2,7.5,80.97,33,208,204,4,2.09,73.59,365,699,142596,75920,274.69,332.91,1460,77987.61,64608.39,45.31,382.29
2108,20230219,2,8,146,8,1,7.21,89.63,54,184,180,4,2.08,76.74,365,699,125820,67160,664.55,319.53,1460,69604.08,56215.92,44.68,386.69
2109,20230219,2,9,175,6,3,7.38,76.42,6,215,208,7,3.42,72.93,215,399,82992,46225,48.26,195.78,1505,47974.03,35017.97,42.19,230.64
2110,20230219,2,11,140,8,3,7.83,88.02,28,303,295,8,2.49,80.59,365,699,206205,110595,261,302.89,2920,114078.89,92126.11,44.68,386.71
2111,20230219,2,11,113,6,1,7.52,96.67,12,307,302,5,1.78,92.57,215,399,120498,66005,172.97,173.36,1075,67426.33,53071.67,44.04,223.27
2112,20230219,3,14,62,9,3,7.57,87.46,10,100,97,3,2.75,82.97,240,449,43553,24000,101.94,158.7,720,24980.64,18572.36,42.64,257.53
2113,20230219,3,12,153,9,2,7.84,85.14,15,140,138,2,1.53,81.25,240,449,61962,33600,152.78,406.74,480,34639.53,27322.47,44.1,251.01
2114,20230219,3,13,149,12,2,6.92,86.71,6,96,94,2,2.6,83.68,890,1499,140906,85440,81.07,333.83,1780,87634.9,53271.1,37.81,932.29
2115,20230219,3,12,160,11,1,6.86,86.91,33,123,121,2,1.59,78.64,148,299,36179,18204,264.2,207.4,296,18971.6,17207.4,47.56,156.79
2116,20230219,3,12,62,9,2,7.62,90.39,34,142,139,3,1.92,81.9,240,449,62411,34080,472.22,159.75,720,35431.97,26979.03,43.23,254.91
2117,20230219,3,16,12,10,2,6.7,93.75,44,134,131,3,1.99,81.62,510,899,117769,68340,520.37,341.58,1530,70731.95,47037.05,39.94,539.94
2118,20230219,4,20,68,14,2,7.86,84.56,7,86,85,1,1.71,82.34,1880,3399,288915,161680,80.92,232.5,1880,163873.43,125041.57,43.28,1927.92
2119,20230219,4,20,119,13,2,7.05,86.59,55,66,64,2,2.68,73.05,1350,2499,159936,89100,731.15,229.99,2700,92761.14,67174.86,42,1449.39
2120,20230219,4,19,41,15,3,7.91,84.16,40,124,120,4,3.61,74.58,2450,4399,527880,303800,461.49,437.56,9800,314499.05,213380.95,40.42,2620.83
2121,20230219,4,19,27,15,2,7.87,92.83,10,161,158,3,2.14,89.17,2450,4399,695042,394450,134.8,289.83,7350,402224.63,292817.37,42.13,2545.73
2122,20230219,5,21,10,17,3,7.72,85.41,11,135,131,4,2.78,80.91,48,99,12969,6480,119.34,417.11,192,7208.45,5760.55,44.42,55.03
2123,20230219,5,23,33,18,1,6.73,94.82,54,103,101,2,1.88,80.54,4,15,1515,412,505.51,351.93,8,1277.43,237.57,15.68,12.65
2124,20230219,5,21,8,16,1,7.6,87.46,44,113,111,2,1.96,77.62,620,1199,133089,70060,566.58,433.43,1240,72300,60789,45.68,651.35
2125,20230219,5,24,109,18,3,7.68,75.32,12,131,127,4,3.14,71.12,4,15,1905,524,160.61,304.61,16,1005.22,899.78,47.23,7.92
2126,20230219,5,22,34,17,1,6.78,93.49,10,91,89,2,1.99,89.19,48,99,8811,4368,132.97,284.59,96,4881.56,3929.44,44.6,54.85
2127,20230219,6,26,16,20,1,7.58,88.19,45,73,71,2,2.1,77.29,26,59,4189,1898,366.48,384.92,52,2701.4,1487.6,35.51,38.05
2128,20230219,6,26,181,19,2,7.98,88.02,16,81,79,2,2.65,82.98,18,39,3081,1458,235.55,354.02,36,2083.57,997.43,32.37,26.37
2129,20230219,6,25,125,20,3,6.78,73.89,16,74,72,2,3.14,69.07,26,59,4248,1924,166.2,244.57,52,2386.77,1861.23,43.81,33.15
2130,20230219,6,26,142,19,2,7.36,81.63,12,82,80,2,2.27,77.47,18,39,3120,1476,139.51,327.94,36,1979.44,1140.56,36.56,24.74
2131,20230219,6,26,42,19,1,7.77,94.1,19,85,84,1,1.32,89.2,18,39,3276,1530,218.49,425.15,18,2191.64,1084.36,33.1,26.09
2132,20230219,7,31,135,21,3,7.12,83.02,18,50,48,2,3.7,76.34,15,35,1680,750,223.15,278.88,30,1282.04,397.96,23.69,26.71
2133,20230219,7,30,115,21,2,6.51,92.4,48,60,59,1,2.21,79.69,15,35,2065,900,676.73,161.02,15,1752.75,312.25,15.12,29.71
2134,20230219,7,29,4,21,1,6.59,87.51,51,50,49,1,1.56,74.7,15,35,1715,750,562.35,372.82,15,1700.18,14.82,0.86,34.7
2135,20230219,7,29,148,21,2,7.65,89.72,5,57,56,1,2.06,87.19,15,35,1960,855,45.89,279.95,15,1195.84,764.16,38.99,21.35
2136,20230219,8,35,162,22,1,7.66,96.63,49,50,49,1,2.01,84.6,34,79,3871,1700,491.38,362.68,34,2588.06,1282.94,33.14,52.82
2137,20230219,8,33,162,22,3,6.89,85.89,33,50,48,2,3.18,75.87,34,79,3792,1700,399.17,326.22,68,2493.39,1298.61,34.25,51.95
